,time_5000,time_2000,time_10000,adaptive rowing category,age,height,weight,weight_class,profile_id
2590,1187.2,468.0,2506.2,able,56,180.3,83.5,H,251771
2596,1140.7,418.6,2400.2,able,46,177.8,78.9,H,251956
2607,1115.7,426.3,2332.5,able,43,188.0,108.0,H,252297
2608,1312.0,495.8,2667.0,able,42,177.8,102.1,H,252317
2635,1191.7,439.6,2395.2,able,55,177.8,83.9,H,252987
2648,1216.6,450.9,2474.9,able,53,182.9,81.6,H,253608
2657,1149.9,431.7,2395.1,able,47,182.9,67.6,L,254138
2658,1157.7,437.9,2396.4,able,50,177.8,81.6,H,254160
2671,1393.4,546.3,2932.2,able,73,182.9,73.5,L,254733
2676,1653.8,645.2,3521.1,able,57,162.6,71.7,H,254783
2679,1160.4,436.4,2404.8,able,50,185.4,81.2,H,254828
2695,1135.4,404.2,2256.6,able,41,182.9,89.8,H,255375
2700,1175.0,440.5,2451.4,able,69,182.9,93.0,H,255497
2702,1076.0,453.1,2333.9,able,46,193.0,86.2,H,255546
2706,1082.1,399.2,2339.8,able,47,193.0,92.1,H,255598
2711,1141.1,428.5,2457.8,able,62,193.0,94.8,H,255864
2715,1079.7,414.4,2328.7,able,43,185.4,90.7,H,255944
2720,1265.7,466.0,2531.4,able,74,175.3,67.6,L,256120
2721,1199.7,477.5,2746.0,able,61,182.9,85.3,H,256125
2723,1369.2,478.6,2732.8,able,45,165.1,75.3,H,256146
2724,1342.8,569.0,2742.8,able,49,170.2,84.8,H,256147
2731,1259.3,466.2,2687.2,able,63,188.0,98.9,H,256337
2736,1519.0,582.4,3111.5,able,65,165.1,87.1,H,256415
2745,1123.9,417.1,2314.0,able,56,193.0,88.5,H,256726
2760,1159.9,452.3,2436.4,able,62,180.3,86.2,H,257126
2800,1130.4,442.8,2338.5,able,54,182.9,79.8,L,258159
2803,1330.1,470.0,2799.8,able,56,182.9,90.7,H,258246
2815,1227.5,448.6,2386.1,able,47,182.9,95.3,H,258652
2819,1136.5,434.8,2343.6,able,53,182.9,79.8,H,303201
2821,1482.7,588.8,2982.1,able,55,175.3,58.1,L,303230
2830,1430.4,539.6,2999.6,able,71,180.3,70.8,L,303651
2846,1228.3,466.9,2507.9,able,64,177.8,70.8,L,304371
2859,1210.1,459.0,2627.0,able,54,193.0,87.5,H,304764
2863,1563.7,594.4,3130.2,able,66,154.9,53.5,L,304800
2873,1159.0,437.2,2397.6,able,47,172.7,74.8,L,305187
2876,1215.4,469.2,2396.1,able,54,172.7,94.8,H,305286
2877,1188.8,456.6,2469.1,able,55,177.8,83.0,H,305299
2890,1296.6,496.0,2620.0,able,47,177.8,74.8,H,306901
2891,1492.5,598.0,2958.0,able,41,177.8,96.6,H,306991
2900,1230.3,512.9,2512.3,able,60,190.5,94.8,H,307286
2906,1623.0,541.0,2993.4,able,53,162.6,65.3,H,307453
2915,1276.1,486.2,2688.2,able,48,177.8,102.5,H,307777
2917,1271.1,494.7,2665.3,able,50,177.8,66.2,L,307811
2927,1449.4,553.6,3076.4,able,74,180.3,94.8,H,310993
2931,1151.2,441.1,2373.4,able,50,190.5,92.1,H,311090
2932,1824.0,590.4,3639.6,able,65,177.8,65.8,L,311310
2933,1225.0,463.6,2615.8,able,30,175.3,74.4,L,311416
2934,1246.1,487.0,2596.2,able,51,180.3,103.0,H,311512
2935,1234.4,481.3,2494.9,able,69,182.9,81.2,H,311513
2938,1197.0,434.0,2446.1,able,44,182.9,83.9,H,311535
2941,1441.6,520.8,2873.9,able,65,182.9,97.1,H,311662
2942,1458.4,617.0,2939.6,able,69,180.3,104.3,H,311788
2967,1556.7,589.6,3231.3,able,62,160.0,72.6,H,330228
2977,1202.2,469.2,2462.0,able,61,188.0,79.8,H,341952
2982,1176.9,461.3,2387.9,able,51,182.9,92.1,H,342158
2989,1154.0,432.4,2399.4,able,66,188.0,92.1,H,342357
2993,1274.2,492.5,2613.9,able,55,182.9,79.8,H,342440
3001,1043.0,401.0,2077.0,able,37,185.4,83.9,H,342665
3019,1250.0,469.6,2573.2,able,76,188.0,88.5,H,361816
3029,1250.0,500.6,2454.5,able,49,198.1,106.6,H,362344
3033,1243.2,452.9,2536.3,able,63,170.2,85.3,H,362648
3034,1211.9,465.4,2688.5,able,56,167.6,74.8,L,362654
3041,1307.9,508.7,2737.2,able,56,162.6,59.9,H,362936
3056,1278.5,494.2,2862.5,able,33,177.8,83.9,H,400837
3062,1280.0,501.7,2785.0,able,60,182.9,80.3,H,401009
3068,1190.7,450.0,2658.0,able,54,180.3,43.5,H,401253
3069,1341.2,518.5,2760.6,able,59,180.3,107.0,H,401255
3077,1078.5,401.8,2353.8,able,26,188.0,83.9,H,401396
3081,1178.3,463.1,2442.7,able,39,177.8,92.5,H,401448
3084,1539.8,600.8,3223.2,able,65,167.6,95.3,H,401491
3098,1434.6,524.9,2916.2,able,54,167.6,60.8,L,401965
3100,1075.0,415.2,2231.6,able,48,185.4,92.5,H,402001
3105,1165.2,432.4,2431.2,able,41,190.5,79.4,H,402093
3121,1045.5,382.1,2181.9,able,43,185.4,116.1,H,402474
3134,1347.3,476.9,2672.5,able,62,170.2,66.2,L,402808
3140,1189.7,488.0,2450.7,able,64,188.0,103.0,H,402925
3152,1172.1,447.0,2454.7,able,41,175.3,78.0,H,403198
3159,1209.2,436.7,2578.0,able,44,193.0,95.3,H,403380
3167,1133.2,419.2,2332.0,able,58,180.3,85.7,H,403517
3176,1196.4,454.3,2524.8,able,56,193.0,98.4,H,403813
3183,1196.2,477.6,2508.1,able,45,182.9,69.9,L,403971
3192,1160.3,429.4,2419.9,able,52,177.8,88.0,H,404312
3200,1171.5,449.1,2447.6,able,62,175.3,77.1,L,404512
3202,1294.2,506.8,2613.4,able,60,188.0,82.6,H,404571
3215,1344.7,522.1,2926.8,able,50,172.7,57.6,L,404790
3223,1225.2,465.0,2507.7,able,54,190.5,72.1,L,404917
3239,1434.6,519.8,2723.0,able,72,177.8,83.9,H,405410
3242,1099.6,419.5,2215.6,able,63,175.3,73.0,L,405493
3244,1235.1,479.7,2589.3,able,62,170.2,55.8,L,405593
3253,1430.2,582.1,2958.0,able,53,177.8,91.2,H,405978
3273,1306.7,506.8,2660.3,able,60,177.8,74.8,L,406622
3279,1259.0,505.7,2620.4,able,52,188.0,95.3,H,406665
3299,1292.8,488.2,2674.7,able,55,182.9,112.0,H,407003
3303,1116.8,431.0,2304.0,able,56,193.0,96.2,H,407078
3306,1186.5,459.7,2432.3,able,57,172.7,68.0,L,407181
3326,1140.6,540.1,2449.4,able,67,188.0,89.8,H,407677
3340,1262.2,473.8,2547.7,able,58,167.6,71.2,L,408035
3344,1363.5,456.6,2650.4,able,62,177.8,86.2,H,450245
3348,1047.1,408.3,2331.7,able,42,185.4,95.3,H,450289
3351,1072.2,415.2,2184.8,able,53,182.9,86.6,H,450446
3359,1142.8,447.6,2346.0,able,53,188.0,81.2,H,450575
3361,1491.0,568.1,3087.8,able,64,167.6,58.1,L,450612
3365,1162.3,455.8,2353.6,able,67,195.6,81.6,H,450710
3377,1084.6,413.6,2215.6,able,57,198.1,94.8,H,451040
3393,1039.7,382.9,2152.7,able,29,193.0,86.2,H,451524
3399,1496.2,532.9,3084.0,able,56,177.8,64.9,L,451791
3403,1308.3,523.0,2705.6,able,50,180.3,81.6,H,451931
3406,1148.8,447.8,2501.2,able,55,188.0,94.8,H,452059
3421,1208.0,468.9,2491.5,able,68,190.5,104.3,H,452992
3428,1187.9,451.5,2457.8,able,41,190.5,93.4,H,453201
3431,1175.0,411.8,2276.6,able,43,182.9,74.8,H,453339
3454,1058.2,403.0,2232.6,able,58,177.8,86.2,H,453927
3460,1071.3,401.7,2314.7,able,61,188.0,74.4,L,454128
3469,1346.3,503.3,2751.7,able,61,175.3,86.2,H,454420
3471,1464.2,509.4,2909.5,able,62,177.8,98.9,H,454536
3474,1283.8,495.8,2646.9,able,56,172.7,72.1,L,454667
3475,1374.9,486.2,2806.9,able,67,198.1,90.3,H,454682
3483,1200.2,468.9,2485.2,able,64,182.9,86.2,H,455039
3485,1441.5,567.7,3229.0,able,44,175.3,83.9,H,455072
3496,1163.9,432.7,2426.2,able,45,193.0,112.9,H,455904
3503,1223.0,450.9,2450.5,able,67,182.9,102.1,H,456057
3513,1134.0,434.6,2299.8,able,39,200.7,113.4,H,456445
3520,1151.3,447.0,2344.3,able,53,188.0,74.8,L,456803
3527,1089.2,441.8,2247.4,able,37,190.5,97.5,H,456920
3529,1045.5,394.0,2185.6,able,57,193.0,86.2,H,456940
3533,1276.5,494.0,2796.6,able,65,182.9,77.1,H,457003
3538,1379.0,547.2,2728.4,able,77,195.6,100.7,H,457162
3546,1341.4,523.1,2834.5,able,56,198.1,140.2,H,457443
3565,1463.9,578.5,3258.9,able,58,185.4,88.0,H,458149
3570,1129.9,443.2,2365.8,able,65,193.0,80.7,H,503037
3576,1588.4,611.9,3368.0,able,67,172.7,60.8,H,520145
3577,1294.8,493.3,2601.2,able,59,177.8,76.2,H,550960
3594,1281.3,513.9,2647.4,able,54,190.5,122.5,H,701115
3596,1224.0,480.0,2454.0,able,51,172.7,88.5,H,701229
3605,1351.3,519.6,2853.4,able,62,180.3,73.0,H,722094
3621,1418.4,560.3,2895.1,able,69,175.3,69.9,H,723443
3622,1146.0,425.2,2377.8,able,50,182.9,83.0,H,723462
3623,1541.0,574.1,2623.6,able,41,182.9,166.5,H,723500
3638,1313.9,485.6,2787.0,able,58,180.3,95.3,H,724504
3645,1499.0,555.6,3141.4,able,80,177.8,78.0,H,724758
3650,1490.5,592.8,2802.7,able,54,167.6,83.9,H,724865
3655,1031.9,402.8,2173.4,able,46,193.0,88.9,H,724981
3657,1128.4,408.6,2243.5,able,41,193.0,94.3,H,725008
3658,1186.9,459.6,2398.3,able,64,182.9,92.1,H,725023
3667,1173.3,453.1,2471.5,able,54,180.3,104.8,H,725443
3670,1352.9,552.2,2936.9,able,58,188.0,83.0,H,725497
3676,1130.6,433.5,2365.4,able,49,172.7,72.1,L,725704
3694,1197.0,473.0,2445.2,able,53,180.3,97.1,H,731183
3695,1057.8,395.3,2197.1,able,40,188.0,87.1,H,731186
3699,1159.1,439.1,2375.1,able,47,172.7,78.0,H,731267
3721,1196.7,463.5,2494.2,able,59,185.4,86.2,H,731800
3723,1223.7,483.8,2527.9,able,42,182.9,82.6,H,731837
3724,1202.9,473.7,2495.8,able,52,188.0,81.6,H,731874
3732,1136.8,432.7,2394.8,able,58,188.0,93.9,H,731967
3737,1302.1,492.0,2532.5,able,66,170.2,72.1,L,732191
3738,1183.2,491.6,2445.2,able,48,175.3,73.9,L,732271
3756,1272.4,489.7,2626.3,able,54,167.6,71.7,L,732663
3757,1134.5,433.2,2308.9,able,52,177.8,73.0,L,732715
3763,1291.9,507.2,2640.5,able,59,167.6,68.9,L,732870
3767,1170.6,446.2,2433.0,able,69,182.9,74.4,L,732974
3774,1262.9,485.2,2566.7,able,61,177.8,73.5,H,733178
3782,1353.5,501.2,2797.3,able,51,167.6,98.0,H,733417
3783,1244.6,465.9,2537.3,able,61,182.9,91.2,H,733429
3787,1186.8,458.9,2504.5,able,48,182.9,93.0,H,733516
3788,1064.3,451.1,2332.7,able,50,188.0,92.1,H,733535
3789,1158.4,455.2,2375.8,able,45,182.9,86.2,H,733536
3790,1213.7,453.6,2547.5,able,60,182.9,83.0,H,733538
3798,1131.8,441.3,2364.8,able,58,182.9,84.8,H,733646
3802,1158.8,454.6,2465.3,able,64,182.9,74.8,H,733753
3803,1046.7,390.4,2193.1,able,37,188.0,102.5,H,733774
3804,1375.6,558.4,2879.7,able,55,177.8,76.2,H,733778
3822,1349.0,518.0,2840.3,able,59,162.6,57.2,L,734372
3824,1152.1,438.4,2388.9,able,58,190.5,89.8,H,734404
3846,1498.5,537.6,3005.1,able,66,167.6,83.9,H,734832
3855,1221.4,451.0,2565.2,able,58,185.4,89.8,H,735026
3856,1362.0,716.2,2888.1,able,75,180.3,74.8,L,735077
3858,1197.9,445.5,2693.2,able,48,190.5,99.8,H,735112
3859,1081.3,414.8,2220.4,able,53,180.3,79.8,H,735141
3860,1238.7,459.0,2541.7,able,50,170.2,73.9,H,735192
3863,1139.6,414.0,2398.0,able,51,185.4,94.8,H,735293
3880,1392.9,529.7,2845.1,able,60,175.3,90.7,H,735785
3883,1224.8,462.6,2515.2,able,41,198.1,127.9,H,735874
3897,1095.3,415.3,2295.8,able,39,182.9,89.8,H,737123
3901,1309.5,509.8,2870.8,able,67,182.9,81.6,H,737302
3902,1501.3,559.1,3302.8,able,73,182.9,100.7,H,737401
3909,1126.8,414.8,2344.3,able,58,195.6,92.1,H,737603
3926,1165.0,470.1,2428.5,able,38,188.0,90.7,H,738397
3935,1445.4,609.0,2936.4,able,60,172.7,74.8,H,738714
3942,1107.9,408.6,2259.0,able,38,190.5,97.5,H,738886
3946,1155.1,462.0,2384.9,able,43,193.0,83.9,H,738977
3953,1309.4,487.4,2862.1,able,51,185.4,92.1,H,739169
3961,1114.7,411.4,2237.4,able,33,193.0,90.7,H,739301
3979,1431.2,596.9,2953.6,able,66,170.2,70.8,L,750292
3996,1118.1,428.7,2277.3,able,59,180.3,74.4,H,750756
4016,1218.0,463.9,2588.1,able,55,190.5,88.5,H,751555
4045,1192.4,472.7,2465.4,able,65,170.2,61.2,L,752324
4062,1227.7,489.0,2746.0,able,64,175.3,83.5,H,752843
4071,1331.2,546.0,2773.0,able,49,177.8,93.0,H,753013
4084,1142.7,437.4,2415.3,able,59,182.9,81.2,H,753508
4090,1698.3,564.4,3419.7,able,61,188.0,108.9,H,753681
4091,1137.0,431.5,2376.2,able,60,188.0,88.5,H,753721
4092,1254.3,478.2,2604.3,able,66,177.8,73.0,H,753777
4106,1221.2,481.9,2476.8,able,64,167.6,71.2,L,756141
4115,1425.5,557.5,2917.4,able,74,177.8,69.4,L,756337
4130,1120.2,415.8,2250.5,able,41,182.9,117.9,H,770970
4131,1118.4,424.7,2278.3,able,41,193.0,95.3,H,771003
4133,1423.9,478.3,2558.8,able,41,175.3,69.9,L,771068
4134,1311.0,511.7,2594.0,able,74,188.0,81.2,H,771111
4138,1368.9,495.9,2877.6,able,54,177.8,72.1,L,771197
4148,1660.8,560.0,3505.9,able,73,185.4,79.4,L,771418
4153,1291.1,502.5,2626.2,able,61,185.4,86.2,H,771476
4159,1135.1,434.3,2274.7,able,52,180.3,96.2,H,771593
4163,1328.1,474.6,2676.4,able,67,175.3,72.1,L,771677
4165,1205.4,472.6,2420.4,able,49,180.3,69.9,L,771710
4175,1083.6,419.0,2212.4,able,48,182.9,80.7,H,772114
4185,1194.6,453.5,2578.0,able,59,175.3,76.2,H,772465
4211,1402.9,530.2,2951.2,able,54,180.3,63.5,H,773323
4220,1149.6,462.9,2305.9,able,54,190.5,84.8,H,806121
4227,1348.6,515.0,2767.6,able,48,180.3,103.0,H,806242
4232,1176.7,427.6,2419.4,able,28,182.9,90.7,H,806396
4237,1249.3,489.6,2613.0,able,57,172.7,74.8,H,806526
4240,1257.0,482.8,2557.0,able,42,180.3,99.8,H,806702
4241,1095.0,415.7,2226.5,able,46,188.0,93.9,H,806731
4254,1291.9,507.6,2625.9,able,61,188.0,131.5,H,807064
4255,1122.1,448.3,2338.3,able,58,188.0,108.0,H,807114
4256,1097.9,401.3,2230.9,able,30,188.0,83.9,H,807141
4259,1143.7,439.6,2364.6,able,63,185.0,42.6,H,807257
4260,1077.8,396.7,2166.2,able,49,182.9,74.4,L,807264
4264,1152.5,453.1,2401.3,able,49,195.6,133.4,H,807283
4266,1112.1,412.9,2378.0,able,61,188.0,88.5,H,807339
4275,1252.6,468.3,2575.7,able,64,177.8,72.1,L,807526
4279,1143.0,443.8,2423.8,able,47,190.5,104.8,H,820426
4283,1448.4,535.4,2830.9,able,58,177.8,83.5,H,831075
4288,1188.8,467.3,2511.1,able,50,175.3,84.4,H,831225
4293,1280.0,469.0,2603.0,able,52,195.6,127.0,H,831302
4302,1192.2,434.9,2392.5,able,48,193.0,95.7,H,833255
4314,1302.5,497.9,2676.1,able,58,185.4,115.2,H,835344
4332,1221.5,478.3,2535.5,able,67,182.9,87.5,H,845252
4342,1273.4,495.6,2643.2,able,74,185.4,99.8,H,845898
4348,1198.3,440.1,2542.1,able,51,177.8,82.6,H,846564
4353,1143.9,431.4,2369.6,able,54,188.0,87.1,H,847088
4358,1438.2,557.6,2875.1,able,62,172.7,84.8,H,847434
4371,1282.1,517.2,2657.2,able,50,177.8,84.8,H,848053
4372,1279.1,475.1,2668.3,able,59,172.7,88.0,H,848069
4377,1048.0,394.5,2210.6,able,49,182.9,91.6,H,848176
4406,1333.2,501.1,2821.6,able,49,177.8,108.9,H,848918
4410,1067.7,401.2,2149.8,able,49,177.8,74.4,H,849096
4423,1152.3,435.1,2376.0,able,67,182.9,71.7,L,849384
4424,1001.1,377.6,2125.3,able,47,195.6,98.0,H,849411
4434,1369.5,513.0,2855.2,able,75,175.3,84.4,H,849614
4441,1225.6,469.7,2569.5,able,50,190.5,95.3,H,849831
4470,1279.9,440.0,2524.3,able,59,185.4,87.1,H,850342
4484,1280.4,469.4,2556.8,able,51,185.4,79.8,H,850622
4493,1239.9,460.0,2341.2,able,48,182.9,111.1,H,850990
4500,1126.1,436.6,2347.7,able,46,177.8,73.9,H,851257
4501,1235.1,481.2,2529.8,able,63,157.5,59.9,L,851266
4505,1223.5,479.0,2560.0,able,68,177.8,72.6,H,851327
4513,1176.7,463.2,2412.5,able,42,188.0,108.0,H,851469
4524,1329.1,518.1,2783.5,able,70,167.6,65.8,L,851795
4531,1164.2,448.2,2505.8,able,47,175.3,77.1,H,851878
4534,1036.5,377.7,2119.9,able,29,193.0,86.2,H,851950
4536,1199.3,450.2,2383.7,able,47,177.8,74.4,H,852049
4538,1178.2,445.6,2451.2,able,47,177.8,74.4,L,852131
4541,1219.3,460.5,2689.8,able,38,177.8,79.8,H,852166
4544,1778.0,647.4,3495.0,able,77,177.8,104.8,H,852205
4547,1181.5,474.8,2377.2,able,55,188.0,99.8,H,852268
4553,1315.6,496.0,2682.7,able,65,190.5,101.2,H,852404
4561,1244.8,485.4,2556.3,able,60,185.4,91.6,H,852533
4584,1288.5,468.5,2606.5,able,59,188.0,82.6,L,853052
4585,1200.4,458.4,2568.6,able,47,188.0,99.8,H,853099
4594,1197.0,467.0,2596.0,able,61,185.4,92.5,H,853301
4609,1442.3,571.6,2987.3,able,67,175.3,109.8,H,853688
4610,1157.5,439.0,2393.4,able,58,195.6,125.2,H,853701
4619,1058.7,407.2,2183.7,able,46,188.0,99.8,H,853915
4626,1169.9,472.4,2403.0,able,38,188.0,88.5,H,854698
4633,1170.8,429.9,2337.5,able,39,182.9,90.7,H,855074
4634,1047.9,386.8,2183.5,PR3,46,193.0,92.1,H,855303
4642,1174.6,405.0,2277.3,able,43,182.9,88.0,H,855662
4659,1275.6,474.7,2598.2,able,52,185.4,74.8,H,856215
4671,1434.6,579.6,2967.0,able,58,170.2,57.2,L,856472
4689,1414.0,510.0,2793.0,able,60,182.9,91.2,H,857332
4704,1140.0,436.7,2338.1,able,59,177.8,66.2,L,857771
4712,1363.9,506.9,2686.7,able,52,162.6,56.7,L,857964
4725,1095.7,414.4,2275.4,able,44,185.4,79.8,H,858228
4750,1359.6,539.0,2847.2,able,79,172.7,75.3,L,858704
4762,1099.7,437.8,2258.5,able,44,190.5,88.0,L,858937
4773,1276.1,471.1,2744.9,able,59,190.5,115.7,H,859123
4777,1185.4,440.5,2450.7,able,50,193.0,118.8,H,859182
4803,1318.2,480.2,2750.3,able,35,162.6,73.0,H,859841
4815,1223.2,450.8,2525.1,able,55,188.0,83.5,H,860124
4816,1292.6,480.1,2775.8,able,41,195.6,108.0,H,860179
4821,1096.5,409.3,2336.3,able,45,188.0,97.5,H,860319
4824,1318.9,501.5,2727.4,PR3 (VI),55,180.3,81.6,H,860476
4835,1365.5,516.8,2785.0,able,59,172.7,84.4,H,860993
4837,1179.0,432.0,2398.0,able,58,188.0,86.2,H,861087
4842,1248.0,477.0,2492.7,able,64,190.5,89.8,H,861170
4849,1286.6,449.4,2541.2,able,43,180.3,93.4,H,861262
4854,1208.4,457.5,2668.3,able,44,177.8,103.4,H,861432
4863,1205.0,500.8,2561.6,able,56,185.4,88.0,H,861632
4882,1272.3,479.6,2714.6,able,54,188.0,82.6,H,862160
4888,1201.5,437.9,2388.9,able,41,185.4,124.7,H,862366
4899,1269.5,487.7,2553.6,able,50,177.8,85.7,H,862556
4901,1228.9,495.3,2627.1,able,50,180.3,124.3,H,862598
4902,1346.0,529.0,2769.0,able,66,175.3,81.6,H,862673
4908,1194.4,456.3,2486.1,able,65,182.9,81.6,H,862852
4924,1218.8,453.3,2744.0,able,60,180.3,83.9,H,863524
4925,1153.1,443.4,2400.0,able,54,182.9,106.1,H,863525
4933,1108.3,420.9,2392.9,able,57,185.4,90.7,H,863727
4935,1652.9,587.6,3069.1,able,67,154.9,54.4,L,863783
4937,1374.9,518.1,2775.4,able,55,177.8,78.0,H,863827
4939,1067.9,410.3,2308.1,able,57,190.5,103.0,H,863852
4945,1133.1,422.5,2329.6,able,54,177.8,84.8,H,864071
4949,1070.9,402.1,2214.8,able,31,182.9,88.9,H,864365
4963,1819.0,781.0,4186.2,able,65,177.8,88.5,H,864788
4971,1423.0,542.2,2792.0,able,71,172.7,88.5,H,864978
4985,1100.6,414.7,2282.7,able,44,185.4,98.9,H,865248
4989,1064.8,399.2,2349.9,able,52,180.3,81.2,H,865352
4990,1132.5,418.0,2155.8,able,48,190.5,83.9,H,865363
5002,1132.9,438.4,2329.6,able,40,175.3,74.4,L,865595
5018,1115.9,455.4,2432.8,able,71,185.4,73.9,L,865922
5020,1126.5,419.5,2365.7,able,49,198.1,99.8,H,865933
5030,1333.1,497.0,2618.7,able,53,188.0,88.5,H,866074
5033,1236.2,480.1,2579.9,able,54,177.8,69.9,L,866137
5047,1233.9,499.4,2566.7,able,74,185.4,90.7,H,866412
5050,1164.8,441.8,2417.8,able,52,190.5,96.2,H,866506
5059,1326.1,531.1,2777.0,able,54,185.4,94.3,H,866644
5076,1213.5,473.5,2377.3,able,54,188.0,90.7,H,867070
5095,1070.2,399.0,2263.3,able,48,190.5,96.6,H,867576
5103,1124.1,421.1,2417.6,able,55,190.5,108.9,H,867746
5104,1267.7,514.5,2689.3,able,55,188.0,93.9,H,867796
5109,1288.3,458.5,2690.5,able,43,172.7,62.1,L,867862
5119,1443.4,572.6,2889.5,able,59,172.7,68.0,H,868263
5127,1198.3,454.1,2519.5,able,50,180.3,108.9,H,868726
5132,1420.5,501.4,2826.9,able,46,185.4,101.6,H,869206
5139,1147.9,423.0,2322.3,able,56,180.3,79.8,H,869451
5148,1151.2,461.1,2507.2,able,51,175.3,95.3,H,869959
5151,1161.3,440.0,2366.5,able,54,175.3,97.5,H,870160
5155,1429.4,549.2,3215.0,able,68,172.7,65.3,L,870340
5159,1142.5,439.7,2378.5,able,55,175.3,78.9,H,870467
5170,1030.0,385.8,2152.4,able,45,185.4,92.1,H,870733
5183,1132.4,440.1,2307.8,able,37,188.0,99.8,H,871098
5186,1137.0,445.0,2390.0,able,64,185.4,111.1,H,871125
5193,1348.3,539.8,2577.4,able,54,182.9,81.6,H,871226
5205,1152.1,444.2,2501.9,able,33,182.9,83.0,H,871553
5206,1174.8,433.7,2328.6,able,38,182.9,73.9,L,871591
5210,1234.0,468.3,2548.5,able,49,185.4,99.8,H,871680
5216,1280.0,478.0,2641.2,able,43,190.5,97.1,H,871925
5223,1213.2,470.1,2582.5,able,51,175.3,92.1,H,872061
5224,1228.5,471.8,2569.0,able,51,175.3,72.6,L,872065
5231,1432.4,532.0,2979.4,able,68,177.8,93.4,H,872279
5247,1125.9,439.2,2274.9,able,59,182.9,79.8,H,872716
5270,1172.9,416.0,2337.2,able,53,185.4,74.4,H,873287
5271,1451.3,495.7,2961.3,able,59,188.0,131.5,H,873329
5289,1115.0,434.1,2329.5,able,60,188.0,90.7,H,873554
5290,1103.4,404.8,2233.7,able,40,188.0,98.4,H,873576
5293,1214.4,466.6,2450.9,able,62,177.8,82.6,H,873627
5300,1142.5,417.6,2355.8,able,41,190.5,93.0,H,873933
5302,1242.3,483.2,2503.4,able,54,180.3,84.8,H,873951
5306,1125.5,433.2,2396.2,able,38,190.5,104.3,H,873979
5312,1167.3,446.1,2568.8,able,50,180.3,80.7,H,874115
5332,1680.0,569.0,3720.0,able,68,177.8,73.9,H,874594
5339,1424.3,509.9,3154.5,able,43,190.5,115.2,H,874695
5341,1118.5,422.1,2602.7,able,66,188.0,83.0,H,874748
5343,1024.8,383.2,2129.9,able,46,193.0,111.6,H,874761
5344,1091.4,404.9,2261.6,able,54,170.2,74.8,L,874793
5346,1192.9,479.5,2479.7,able,48,190.5,91.2,H,874881
5348,1173.2,447.9,2463.0,able,39,200.7,93.9,H,874906
5349,1610.0,579.5,3469.7,able,80,160.0,69.9,H,874920
5367,1188.3,445.9,2528.7,able,64,182.9,99.8,H,875380
5370,1158.9,464.2,2335.4,able,57,188.0,112.0,H,875406
5372,1197.6,454.2,2537.2,able,29,185.4,90.7,H,875442
5390,1219.8,488.1,2616.2,able,21,182.9,73.0,L,875757
5404,1259.5,470.4,2682.9,able,49,172.7,68.0,L,876353
5416,1243.3,473.2,2332.6,able,52,188.0,84.8,H,876757
5417,1258.5,503.7,2680.4,able,54,180.3,91.6,H,876768
5440,1193.1,419.9,2354.5,able,44,188.0,110.2,H,878190
5441,1131.5,416.7,2383.2,able,31,175.3,77.1,H,878196
5443,1318.0,454.6,2565.8,able,54,188.0,88.0,H,878214
5447,1303.6,467.5,2564.7,able,49,170.2,86.6,H,878303
5448,1283.8,504.9,2602.0,able,75,180.3,74.8,H,878322
5450,1271.0,488.5,2654.7,able,69,180.3,72.6,L,878366
5460,1359.4,554.4,2782.7,able,55,172.7,99.3,H,878618
5462,1417.2,484.4,2620.9,able,55,193.0,96.2,H,878725
5466,1120.6,432.0,2291.6,able,64,182.9,74.8,L,878800
5473,1128.2,407.5,2400.0,able,33,182.9,88.5,H,878967
5489,1119.7,535.4,2637.9,able,47,193.0,83.0,H,879319
5490,1692.3,648.9,3441.2,able,58,154.9,77.1,H,879339
5491,1171.3,469.0,2477.6,able,50,185.4,74.8,L,879342
5498,1071.0,427.0,2157.9,able,43,190.5,104.8,H,879435
5520,1035.6,388.2,2121.6,able,53,195.6,104.3,H,879811
5522,1444.9,577.0,3052.7,able,64,177.8,70.3,H,879847
5528,1085.1,409.2,2266.4,able,53,195.6,84.8,H,880684
5533,1248.0,471.3,2581.1,able,58,185.4,98.0,H,881054
5534,1180.7,433.9,2453.1,able,65,188.0,84.8,H,881109
5536,1013.7,454.5,2377.6,able,44,185.4,103.9,H,881144
5539,1272.9,494.3,2590.5,able,52,167.6,69.9,L,881220
5547,1392.7,520.5,2808.7,able,41,175.3,93.9,H,881354
5548,1650.0,547.8,3171.5,able,61,172.7,113.4,H,881360
5562,1040.4,413.2,2147.9,able,42,195.6,93.4,H,881581
5590,1284.6,509.6,2605.0,able,56,177.8,94.8,H,882526
5609,1131.4,540.2,2429.1,able,55,180.3,82.1,H,883225
5619,1264.9,475.5,2610.0,able,58,188.0,83.0,H,883455
5628,1220.2,491.0,2473.0,able,43,182.9,74.8,H,884862
5629,1108.4,418.8,2318.3,able,37,175.3,73.9,L,884881
5632,1072.7,407.6,2204.6,able,42,182.9,87.1,H,884920
5642,1341.7,491.8,2924.2,able,29,170.2,56.7,L,885261
5650,1319.6,532.2,2743.0,able,73,177.8,72.6,L,885407
5670,1220.8,453.6,2499.0,able,59,190.5,96.2,H,885795
5686,1147.8,444.0,2456.9,able,62,175.3,83.9,H,886184
5702,1232.0,476.5,2635.2,able,55,177.8,73.5,H,886896
