,time_5000,time_2000,time_10000,adaptive rowing category,age,height,weight,weight_class,profile_id
8137,1075.9,415.4,2169.9,able,45,172.7,72.1,L,976975
8142,1111.9,422.8,2329.4,able,56,182.9,92.5,H,977126
8162,1575.3,593.5,3222.6,able,66,160.0,49.9,L,977488
8168,1308.5,488.8,2659.1,able,43,170.2,91.2,H,977525
8172,1172.2,454.9,2407.3,able,46,185.4,102.1,H,977596
8174,1113.5,429.2,2290.3,able,52,188.0,87.1,H,977608
8180,1486.7,571.7,2970.5,able,49,165.1,67.6,H,977655
8181,1283.9,477.9,2625.5,able,53,167.6,86.2,H,977676
8182,1163.7,441.4,2453.2,able,49,193.0,104.8,H,977683
8186,1217.7,469.5,2551.8,able,57,180.3,80.3,H,977719
8188,1221.9,470.1,2506.7,able,55,182.9,89.8,H,977755
8198,1155.0,399.6,2187.4,able,38,200.7,99.8,H,977953
8205,1274.9,496.2,2930.8,able,43,193.0,94.8,H,978042
8222,1523.1,578.0,3113.8,able,61,182.9,86.2,H,978637
8237,1140.8,429.7,2392.1,able,33,177.8,67.1,L,978863
8242,1101.0,416.2,2258.9,able,36,177.8,88.5,H,978949
8256,1088.2,405.2,2233.9,able,40,193.0,93.4,H,979233
8258,1335.4,514.7,2794.8,able,60,177.8,68.0,H,979296
8265,1060.2,408.1,2196.0,able,38,175.3,71.7,L,979412
8266,1219.5,523.2,2496.7,able,55,193.0,83.0,H,979423
8271,1185.4,443.1,2450.8,able,53,188.0,88.9,H,979537
8278,1153.5,441.9,2389.3,able,51,177.8,89.8,H,979901
8303,1195.5,462.8,2311.8,able,36,185.4,105.2,H,980981
8323,1241.1,486.6,2508.6,able,65,182.9,88.0,H,981262
8336,1015.6,377.3,2123.5,able,28,195.6,98.9,H,981585
8337,1239.3,474.5,2540.0,able,44,185.4,83.0,H,981609
8345,1276.7,481.8,2632.5,able,67,188.0,74.8,L,981699
8351,1106.5,417.1,2253.8,able,44,185.4,78.9,H,981800
8358,1438.1,638.0,2930.9,able,62,175.3,68.0,L,981983
8368,1126.0,408.4,2275.2,able,47,195.6,95.3,H,983383
8375,1337.4,541.3,2956.2,able,21,167.6,54.0,L,983759
8376,1017.9,385.3,2153.3,able,52,177.8,122.5,H,983808
8383,1187.8,446.4,2509.5,able,54,180.3,114.3,H,983934
8385,1130.7,426.2,2351.9,able,38,182.9,73.0,L,983975
8407,1198.4,468.8,2438.4,able,60,190.5,83.9,H,984577
8408,1136.7,459.4,2353.5,able,31,185.4,90.7,H,984609
8419,1248.7,481.8,2514.3,able,57,198.1,115.7,H,985140
8425,1196.9,483.4,2513.8,able,39,188.0,88.5,H,985269
8429,1137.7,417.7,2478.6,able,55,182.9,101.6,H,985370
8439,1284.0,416.4,2576.1,able,35,185.4,95.3,H,985478
8452,1232.7,466.2,2474.6,able,58,185.4,83.9,H,985655
8455,1066.1,416.9,2205.5,able,50,180.3,96.2,H,985695
8461,1148.3,432.2,2330.0,able,63,177.8,82.1,H,985809
8466,1187.2,415.0,2569.8,able,37,175.3,97.1,H,985915
8475,1163.9,451.6,2338.3,able,55,188.0,93.0,H,986060
8476,1203.0,433.3,2478.7,able,53,177.8,104.8,H,986096
8490,1367.9,449.5,2652.6,able,42,182.9,101.2,H,986457
8492,1246.9,473.8,2609.1,able,69,172.7,73.9,H,986499
8493,1264.1,475.4,2666.9,able,62,185.4,92.1,H,986533
8502,1587.2,746.6,3138.6,able,77,182.9,127.0,H,986617
8521,1156.3,447.6,2493.0,able,52,185.4,90.7,H,986979
8537,1540.0,583.3,3413.1,able,62,167.6,94.8,H,987662
8549,1164.1,456.3,2356.9,able,44,185.4,89.4,H,988012
8584,1389.8,495.8,2498.5,able,43,182.9,89.8,H,989585
8585,1137.8,424.6,2343.8,able,43,190.5,93.0,H,989617
8596,1129.6,433.0,2369.1,able,54,193.0,104.8,H,989812
8607,1233.1,471.1,2535.6,able,49,177.8,96.2,H,990246
8619,1215.7,466.4,2562.6,able,57,177.8,88.9,H,990486
8660,1410.8,580.6,3024.0,able,48,177.8,86.2,H,991473
8673,1159.0,451.0,2399.5,able,51,180.3,108.9,H,991654
8677,1226.1,480.9,2515.7,able,51,180.3,163.3,H,991718
8681,1276.9,488.5,2573.1,able,66,170.2,73.5,L,991835
8684,1144.0,419.5,2354.8,able,54,193.0,85.3,H,991876
8689,1289.0,519.8,2657.6,able,72,177.8,88.9,H,991918
8694,1190.7,445.2,2519.4,able,41,177.8,86.2,H,991970
8695,1321.4,493.9,2584.5,able,74,175.3,89.8,H,991993
8701,1123.5,432.6,2333.8,able,42,177.8,77.1,H,992213
8705,1252.2,466.5,2811.4,able,62,180.3,78.9,H,992283
8708,1275.2,524.4,2650.2,able,49,172.7,86.2,H,992348
8711,1276.2,391.0,2609.5,able,52,182.9,83.0,H,992366
8715,1252.0,466.9,2675.7,able,49,188.0,111.1,H,992405
8725,1210.2,463.3,2539.7,able,57,182.9,81.2,H,992580
8727,1132.9,444.5,2454.5,able,52,188.0,96.2,H,992637
8745,1115.2,418.4,2262.8,able,45,185.4,77.1,H,993154
8748,1154.6,422.9,2337.8,able,53,170.2,68.0,L,993179
8751,1187.6,426.6,2513.9,able,65,188.0,110.2,H,993258
8758,1324.3,501.0,2530.0,able,61,190.5,93.0,H,993468
8770,1316.6,501.5,2668.7,able,61,180.3,74.8,L,993674
8775,1088.6,402.6,2217.9,able,55,188.0,90.7,H,993776
8781,1585.4,635.7,3283.1,able,29,188.0,181.4,H,993859
8787,1100.9,419.4,2276.1,able,55,180.3,78.0,H,993966
8794,1088.3,415.1,2224.9,able,53,188.0,106.6,H,994097
8800,1320.6,516.7,2747.3,able,71,195.6,77.1,H,996134
8803,1356.7,474.8,2620.1,able,53,180.3,72.6,H,996188
8805,1256.3,460.6,2389.7,able,46,188.0,86.2,H,996211
8806,1292.6,496.1,2669.7,able,57,180.3,79.8,H,996233
8811,1203.4,459.6,2479.2,able,54,180.3,93.0,H,996341
8819,1184.6,454.9,2427.8,able,60,175.3,96.2,H,996525
8825,1170.4,450.7,2466.4,able,57,182.9,83.9,H,996659
8837,1051.4,397.1,2167.1,able,51,182.9,97.1,H,997423
8841,1095.1,411.2,2299.8,able,32,182.9,104.3,H,997487
8846,1153.3,435.8,2385.1,able,52,170.2,73.9,L,997559
8849,1450.9,551.4,2956.8,able,70,180.3,83.0,H,997633
8876,1323.6,494.0,2738.4,able,57,175.3,59.0,L,998320
8880,1394.6,502.6,2832.8,able,43,172.7,72.1,H,998582
8890,1140.9,438.4,2515.5,able,50,188.0,101.6,H,999088
8900,1098.2,415.3,2253.6,able,51,177.8,95.3,H,1000821
8909,1285.6,474.5,2927.2,able,31,185.4,90.7,H,1001359
8910,1361.8,512.9,2865.7,able,70,180.3,75.3,L,1001463
8922,1135.4,433.2,2332.0,able,57,188.0,96.2,H,1001815
8932,1128.8,414.4,2319.1,able,54,188.0,96.2,H,1002022
8933,1072.5,408.8,2209.5,able,32,180.3,92.1,H,1002050
8942,1260.9,469.8,2669.6,able,34,182.9,69.9,L,1002181
8954,1297.0,503.0,2617.0,able,46,175.3,84.8,H,1002428
8957,1168.6,447.2,2287.3,able,53,185.4,83.9,H,1002458
8965,1018.5,384.8,2088.6,able,37,188.0,89.8,H,1002569
8975,1254.9,467.5,2580.6,able,56,160.0,68.0,H,1002717
8979,1133.8,435.1,2389.0,able,46,185.4,99.8,H,1002786
8982,1158.7,430.7,2351.2,able,38,180.3,88.9,H,1002841
8993,1097.6,440.2,2511.1,able,49,185.4,93.4,H,1003013
8995,1165.0,447.3,2376.6,able,54,175.3,78.0,H,1003037
8996,1083.0,400.3,2198.4,able,45,190.5,98.9,H,1003072
8999,1246.3,425.4,2593.0,able,53,185.4,105.7,H,1003100
9001,1296.1,476.6,2790.1,able,72,180.3,90.7,H,1003165
9007,1146.0,420.2,3000.0,able,60,172.7,68.9,L,1003586
9008,1403.2,482.9,2736.3,able,41,180.3,104.8,H,1003620
9010,1521.3,559.5,3544.0,able,40,167.6,63.0,H,1003663
9012,1180.7,449.3,2569.3,able,59,180.3,74.4,L,1003676
9028,1089.4,417.5,2247.9,able,72,188.0,88.5,H,1003833
9032,1446.8,603.5,2829.4,able,62,180.3,73.5,H,1004815
9036,1145.0,432.8,2378.4,able,65,185.4,97.5,H,1004949
9041,1327.5,490.2,2642.4,able,42,180.3,88.9,H,1005029
9044,1556.4,568.6,3149.2,able,41,180.3,77.1,H,1005058
9045,1194.3,462.8,2419.5,able,63,185.4,89.8,H,1005059
9068,1260.0,523.0,2875.1,able,51,172.7,70.3,H,1005387
9074,1427.8,527.3,3153.4,able,83,177.8,74.8,L,1005515
9078,1293.0,495.0,2704.0,able,55,180.3,125.2,H,1005540
9079,1198.2,443.3,2517.8,able,17,175.3,59.9,L,1005551
9099,1055.0,398.4,2195.5,able,31,198.1,88.9,H,1005925
9112,1299.5,518.5,2748.2,able,62,177.8,77.1,H,1006230
9117,1636.5,619.3,3295.9,able,54,154.9,44.5,L,1006300
9130,1071.7,398.7,2199.1,able,49,188.0,84.8,H,1006568
9136,1206.3,456.9,2728.9,able,52,172.7,81.6,H,1006648
9149,1308.1,526.2,2652.3,able,46,160.0,59.4,L,1006808
9151,1262.5,541.7,2594.0,able,59,180.3,83.9,H,1006815
9157,1377.7,685.9,2843.0,able,57,190.5,108.9,H,1006950
9162,1184.4,470.7,2442.9,able,76,182.9,73.5,L,1007068
9163,1135.8,452.2,2388.1,able,45,180.3,87.1,H,1007078
9172,1066.2,384.9,2338.6,able,34,193.0,104.3,H,1007414
9183,1176.0,411.1,2263.8,able,42,190.5,91.2,H,1007618
9191,1225.5,473.4,2554.9,able,38,185.4,67.1,L,1007743
9194,1594.2,613.3,3327.0,able,49,170.2,85.7,L,1007782
9205,1157.2,418.2,2375.4,able,59,193.0,98.0,H,1007899
9210,1354.5,547.9,2762.0,able,57,193.0,98.0,H,1008003
9223,1096.9,400.0,2264.4,able,55,203.2,123.8,H,1009848
9225,1182.4,461.5,2414.6,able,58,198.1,103.4,H,1009930
9236,1407.5,531.2,2493.4,able,68,177.8,89.8,H,1010134
9247,1131.5,408.1,2301.8,able,64,182.9,79.8,H,1010314
9257,1128.5,416.0,2316.1,able,34,167.6,73.5,L,1013872
9264,1183.7,452.8,2397.3,able,51,200.7,121.6,H,1015081
9268,1290.9,462.7,2693.7,able,27,177.8,68.0,H,1015123
9271,1372.4,538.4,2836.7,able,41,165.1,64.4,L,1015139
9276,1189.7,475.3,2403.0,able,43,170.2,71.2,L,1015213
9280,1208.8,479.9,2479.7,able,62,182.9,101.6,H,1015326
9283,1195.3,459.3,2590.9,able,46,167.6,59.9,H,1015389
9295,1383.1,521.5,2749.0,able,67,172.7,81.6,H,1015533
9320,1168.5,445.0,2411.3,able,65,180.3,79.8,H,1016076
9333,1037.7,371.3,2217.0,able,23,185.4,93.0,H,1016364
9339,1144.9,471.8,2444.9,able,54,190.5,93.0,H,1016489
9343,1398.2,523.7,2895.1,able,63,182.9,90.7,H,1016590
9346,1130.9,444.9,2351.6,able,42,175.3,100.7,H,1016682
9347,1163.7,452.1,2355.7,able,64,185.4,85.7,H,1016710
9352,1087.5,405.9,2459.0,able,35,190.5,89.8,H,1016811
9356,1210.1,464.7,2528.6,able,51,180.3,82.1,H,1016954
9358,1309.3,498.9,2711.5,able,53,175.3,68.0,H,1017060
9359,1489.1,598.8,2936.4,able,64,177.8,87.1,H,1017098
9362,1173.1,459.7,2334.7,able,39,182.9,74.4,H,1017135
9367,1414.0,536.7,2854.5,able,65,167.6,59.0,H,1017176
9374,1489.8,585.0,3089.9,able,57,162.6,55.3,L,1017377
9402,1495.0,576.1,3128.6,able,39,190.5,112.9,H,1018477
9407,1179.2,468.0,2450.7,able,62,177.8,82.1,H,1018596
9421,1143.5,468.1,3042.2,able,45,188.0,93.0,H,1019030
9427,1022.3,379.9,2105.1,able,25,190.5,88.5,H,1019265
9432,1233.6,488.7,2540.2,able,48,182.9,88.5,H,1019347
9441,1106.2,399.0,2316.4,able,47,205.7,116.1,H,1019554
9461,1189.6,467.9,2486.2,able,50,172.7,88.9,H,1019883
9462,1175.5,449.8,2362.9,able,56,190.5,127.0,H,1019884
9466,1173.6,467.0,2433.4,able,43,180.3,84.8,H,1019907
9479,1307.1,520.7,2661.8,able,51,175.3,74.8,H,1020040
9489,1196.8,457.6,2577.7,able,44,185.4,76.7,H,1020117
9491,1371.9,476.3,2735.5,able,30,170.2,78.0,H,1020158
9496,1307.1,495.8,2686.8,able,51,180.3,93.9,H,1020214
9499,1151.7,434.6,2335.0,able,41,182.9,79.4,H,1020239
9500,1186.2,447.9,2616.3,able,35,172.7,73.9,L,1020253
9501,1280.9,488.4,2537.9,able,58,170.2,70.3,L,1020265
9513,1440.3,549.8,2786.3,able,29,172.7,74.8,H,1020405
9518,1194.5,435.6,2506.5,able,31,188.0,86.2,H,1020441
9519,1186.0,425.4,2516.3,able,56,185.4,80.7,H,1020485
9520,1351.7,465.1,2539.3,able,53,180.3,76.7,H,1020489
9535,1163.0,422.2,2470.1,able,46,188.0,115.7,H,1020649
9543,1170.2,442.9,2451.2,able,37,177.8,74.8,L,1020754
9544,1000.2,378.9,2300.7,able,30,190.5,86.2,H,1020787
9558,1051.6,397.3,2210.1,able,47,185.4,97.5,H,1020951
9559,1310.0,493.1,2644.4,able,57,170.2,55.3,L,1020961
9566,1231.0,471.0,2652.2,able,44,175.3,82.1,H,1021043
9581,1477.1,534.6,2723.0,able,48,177.8,107.5,H,1021221
9594,1374.1,525.4,3189.7,able,45,172.7,69.9,L,1021597
9598,1162.8,440.9,2443.7,able,45,180.3,74.4,H,1021618
9601,1398.0,515.3,2655.4,able,57,177.8,86.2,H,1021651
9603,1197.0,452.3,2518.4,able,50,182.9,79.8,H,1021678
9624,1221.2,465.8,2789.6,able,38,175.3,78.0,H,1022027
9630,1159.5,438.5,2483.7,able,56,198.1,94.8,H,1022109
9637,1158.7,441.2,2384.0,able,54,177.8,73.9,L,1022177
9654,1307.8,495.3,2764.2,able,43,185.4,122.5,H,1023522
9664,1267.6,478.5,2749.9,able,68,180.3,79.4,H,1023706
9673,1519.2,613.1,3073.5,able,62,165.1,107.0,H,1023819
9677,1168.6,526.0,2457.6,able,52,190.5,97.1,H,1023851
9679,1168.9,447.0,2437.8,able,63,182.9,93.0,H,1023866
9695,1297.7,526.2,2931.3,able,58,172.7,72.6,L,1024064
9699,1358.4,527.0,2769.6,able,61,177.8,83.0,H,1024126
9706,1675.2,621.4,3687.3,able,64,172.7,76.7,H,1024217
9726,1301.7,544.2,2675.2,able,57,172.7,81.6,H,1024504
9743,1128.9,473.1,2536.5,able,30,190.5,91.6,H,1024840
9751,1349.9,519.5,2945.1,able,65,165.1,59.0,L,1024868
9765,1193.8,451.5,2518.5,able,63,188.0,88.5,H,1025076
9768,1128.8,425.5,2337.3,able,42,180.3,93.0,H,1025108
9771,1137.7,428.3,2294.9,able,48,188.0,81.6,H,1025133
9774,1416.4,564.0,2966.3,able,57,175.3,59.0,H,1025161
9777,1236.3,457.1,2589.5,able,61,177.8,88.0,H,1025214
9782,1274.5,477.5,2526.8,able,51,177.8,92.5,H,1025289
9789,1375.5,557.1,2837.5,able,67,180.3,79.4,H,1025352
9790,1224.0,521.4,2603.4,able,53,180.3,98.4,H,1025375
9795,1270.0,487.7,2700.9,able,48,175.3,74.8,H,1025488
9813,1286.1,506.5,2680.0,able,70,188.0,91.2,H,1025913
9818,1317.2,492.2,2696.0,able,52,180.3,83.0,H,1026011
9833,1147.1,417.2,2354.1,able,53,185.4,81.6,H,1026282
9855,1309.0,510.2,2650.6,able,46,170.2,83.0,H,1026887
9858,1138.3,432.5,2363.4,able,59,190.5,108.9,H,1026928
9869,1230.3,435.4,2397.9,able,52,190.5,102.1,H,1027286
9878,1266.3,488.8,2618.9,able,54,167.6,64.9,H,1027426
9882,1410.7,530.6,2937.6,able,54,170.2,72.6,H,1027843
9891,1306.8,501.9,2500.6,able,79,175.3,73.9,L,1028094
9911,1510.7,561.3,3086.4,able,73,167.6,57.6,L,1028602
9925,1147.2,435.9,2365.7,able,59,185.4,90.7,H,1028757
9940,1120.6,416.2,2306.9,able,42,193.0,92.5,H,1028925
9947,1255.2,479.9,2555.2,able,49,175.3,115.7,H,1029057
9950,1210.4,460.2,2490.3,able,59,177.8,74.4,L,1029106
9962,1170.3,449.6,2377.0,able,61,185.4,77.1,H,1029266
9966,1079.6,405.9,2268.8,able,30,175.3,98.9,H,1029321
9967,1228.8,539.2,2584.1,able,50,180.3,85.3,H,1029382
9969,1248.6,576.8,2446.6,able,49,182.9,78.0,H,1029408
9987,1243.7,476.9,2571.7,able,67,177.8,71.7,L,1029807
9995,1195.1,446.3,2459.6,able,71,185.4,84.8,H,1029951
10004,1376.2,494.9,2994.0,able,33,182.9,89.4,H,1030074
10027,1206.4,414.6,2489.6,able,48,182.9,91.2,H,1030656
10029,1231.5,482.5,2432.5,able,52,188.0,69.9,H,1030683
10030,1081.6,399.8,2218.7,able,44,203.2,116.1,H,1030715
10032,1178.8,455.3,2407.6,able,50,188.0,88.0,H,1030757
10041,1338.0,555.1,2681.8,able,46,188.0,93.0,H,1030926
10050,1308.7,502.1,2728.1,able,53,180.3,92.1,H,1031062
10053,1016.0,380.4,2238.1,able,46,195.6,104.3,H,1031098
10073,1492.9,537.9,2890.4,able,39,170.2,99.8,H,1031625
10078,1211.8,471.4,2514.4,able,46,185.4,83.5,H,1031704
10081,1117.0,414.0,2309.0,able,46,195.6,90.7,H,1031787
10110,1489.2,562.9,3083.7,able,86,182.9,83.9,H,1032392
10117,1270.8,501.0,2599.4,able,48,175.3,65.3,L,1032658
10123,1280.5,487.8,2635.0,able,40,177.8,78.0,H,1032768
10126,1403.3,583.4,3130.0,able,71,182.9,81.6,H,1032835
10133,1168.9,446.0,2465.9,able,47,188.0,95.3,H,1033023
10143,1103.4,413.6,2333.9,able,50,175.3,73.9,L,1033331
10147,1006.4,374.8,2120.2,able,50,182.9,103.4,H,1033478
10148,1385.7,528.9,2808.7,able,68,190.5,81.2,H,1033482
10165,1114.1,423.7,2283.1,able,41,180.3,86.2,H,1033765
10170,1424.3,582.7,3477.6,able,57,172.7,58.1,L,1033888
10176,1197.7,438.1,2569.0,able,38,180.3,92.5,H,1034028
10179,1102.5,409.0,2240.2,able,39,172.7,80.7,H,1034115
10180,1326.2,462.4,2645.2,able,55,182.9,89.8,H,1034124
10182,1371.9,510.0,2907.1,able,60,175.3,85.7,H,1034164
10184,1196.8,460.4,2486.4,able,42,182.9,73.5,L,1034209
10197,1353.7,541.8,2768.9,able,56,177.8,79.8,H,1034378
10212,1332.6,515.4,2804.7,able,81,182.9,90.7,H,1034772
10230,1289.2,438.2,2590.2,able,40,182.9,79.8,H,1035031
10233,1383.7,485.6,2806.7,able,43,165.1,68.0,H,1035095
10236,1348.9,532.7,2754.1,able,61,172.7,81.6,H,1035135
10239,1100.2,418.9,2274.5,able,44,185.4,79.4,H,1035185
10257,1166.7,445.1,2416.7,able,47,177.8,72.6,L,1035561
10262,1185.5,456.2,2420.6,able,72,177.8,73.9,L,1035624
10265,1174.8,449.2,2408.5,able,61,177.8,77.1,H,1035652
10268,1182.1,443.0,2563.8,able,55,177.8,84.8,H,1035689
10273,1198.4,449.8,2602.3,able,28,177.8,74.4,L,1035759
10296,1179.0,458.3,2497.7,able,55,177.8,74.8,H,1036022
10301,1087.4,416.5,2203.3,able,48,195.6,89.8,H,1036153
10302,1528.8,595.3,3239.8,able,65,180.3,82.1,H,1036164
10317,1269.6,463.0,2544.3,able,49,175.3,74.8,L,1037572
10319,1248.5,496.4,2514.7,able,37,177.8,88.5,H,1037588
10335,1459.5,570.8,2846.3,able,47,170.2,90.7,H,1037745
10337,1149.2,419.5,2395.2,able,42,188.0,110.7,H,1037763
10339,1175.5,433.4,2528.3,able,44,175.3,75.8,H,1037795
10347,1179.3,444.4,2427.0,able,32,175.3,79.8,H,1037921
10349,1209.9,461.3,2617.0,able,54,177.8,79.8,H,1037936
10350,1137.6,417.7,2385.1,able,49,185.4,81.6,H,1037939
10360,1132.4,417.2,2348.1,able,44,177.8,79.4,H,1039091
10374,1554.5,538.0,2965.4,able,44,180.3,102.1,L,1039199
10377,1221.1,488.9,2492.3,able,46,180.3,83.5,H,1039253
10379,1102.2,411.4,2295.7,able,46,177.8,84.8,H,1039276
10380,1269.1,508.2,2750.1,able,40,182.9,90.3,H,1039297
10381,1076.1,408.9,2186.8,able,56,185.4,89.8,H,1039308
10385,1273.2,502.4,2646.2,able,44,182.9,94.3,H,1041314
10390,1088.1,404.9,2304.7,able,58,198.1,97.5,H,1041424
10392,1248.9,476.4,2649.7,able,43,180.3,82.1,H,1041459
10406,1091.9,397.8,2125.7,able,39,200.7,92.1,H,1041685
10413,1045.8,402.9,2250.5,able,43,182.9,88.5,H,1041733
10414,1195.4,455.0,2816.2,able,45,180.3,108.4,H,1041741
10418,1509.7,586.4,3005.8,able,70,160.0,51.7,H,1041799
10423,1339.3,513.3,2752.6,able,39,162.6,67.1,H,1041868
10432,1211.2,457.0,2509.1,able,40,165.1,74.4,H,1042130
10440,1164.4,468.5,2385.5,able,55,185.4,74.8,H,1042395
10445,1314.8,502.1,2916.3,able,46,172.7,73.5,L,1042485
10446,1199.7,453.4,2437.7,able,45,193.0,93.4,H,1042508
10453,1063.0,392.8,2197.7,able,50,182.9,92.1,H,1042695
10460,1096.7,416.2,2314.8,able,45,185.4,110.2,H,1043077
10465,1152.9,443.0,2399.9,able,37,182.9,81.6,H,1043184
10479,1197.8,447.4,2468.2,able,51,190.5,117.9,H,1043408
10485,1090.4,465.0,2297.6,able,56,188.0,97.5,H,1043543
10492,1279.2,439.3,2571.8,able,57,188.0,81.2,H,1043730
10494,1154.0,439.0,2340.0,able,51,190.5,83.9,H,1043855
10495,1102.5,415.3,2320.7,able,46,190.5,94.3,H,1043889
10506,1239.2,426.7,2391.4,able,51,180.3,88.9,H,1048228
10516,1280.6,498.7,2614.1,able,58,193.0,111.1,H,1048454
10522,1123.7,431.4,2366.0,able,43,190.5,97.5,H,1048687
10524,1214.0,471.1,2531.1,able,49,175.3,89.8,H,1048812
10527,1218.9,474.2,2527.6,able,60,185.4,93.9,H,1048838
10534,1288.8,498.0,2771.1,able,42,175.3,86.2,H,1049059
10540,1220.2,468.4,2721.5,able,47,175.3,81.2,H,1049232
10545,1223.7,478.8,2564.1,able,65,170.2,68.0,L,1049442
10569,1093.5,412.7,2386.7,able,32,190.5,99.8,H,1049818
10570,1200.6,435.8,2494.8,able,38,177.8,88.0,H,1049842
10572,1278.4,492.1,2631.3,able,40,185.4,68.0,L,1049878
10597,1212.6,453.6,2548.4,able,58,185.4,88.5,H,1050264
10599,1292.1,472.8,2654.9,able,53,175.3,87.1,H,1050286
10616,1154.8,435.9,2309.0,able,41,200.7,94.8,H,1050569
10626,1189.3,447.3,2579.3,able,33,190.5,79.4,H,1050764
10631,1156.1,455.9,2496.2,able,47,172.7,78.9,H,1050852
10712,1451.5,535.9,2880.4,able,68,177.8,78.0,H,1052446
10715,1199.0,465.7,2520.3,able,49,195.6,99.8,H,1052502
10719,1162.0,429.7,2379.7,able,58,182.9,68.5,L,1052542
10727,1097.2,423.4,2278.4,able,48,188.0,84.8,H,1052661
10729,995.9,360.0,1956.8,able,48,198.1,112.0,H,1052663
10730,1406.0,536.8,2904.5,able,74,165.1,60.8,L,1052677
10740,1132.9,438.5,2339.9,able,58,177.8,84.8,H,1052867
10752,1148.8,399.1,2231.4,able,40,193.0,112.9,H,1053091
10754,1262.7,469.2,2568.0,able,46,180.3,78.0,H,1053097
10758,1581.6,593.1,3377.6,able,48,165.1,55.8,L,1053140
10763,1772.7,608.4,3268.7,able,46,177.8,103.0,H,1053191
10768,1171.4,454.5,2426.5,able,35,182.9,73.0,L,1053263
10769,1175.9,455.2,2426.7,able,58,172.7,82.1,H,1053269
10772,1125.1,432.4,2368.7,able,34,182.9,84.8,H,1053300
10776,1202.9,455.2,2738.8,able,53,180.3,93.9,H,1053350
10785,1270.1,489.2,2624.9,able,61,177.8,78.5,H,1053520
10798,1070.5,403.4,2142.3,able,41,182.9,107.0,H,1053624
10801,1012.3,367.4,2140.5,able,37,180.3,97.5,H,1053699
10802,1096.0,409.5,2272.1,able,34,185.4,92.1,H,1053715
10813,1168.8,464.9,2448.2,able,60,185.4,82.1,H,1053921
10819,1135.2,464.4,2452.2,able,48,193.0,83.9,H,1053996
10820,1177.7,435.6,2437.0,able,64,182.9,89.8,H,1054011
10821,1258.7,473.9,2679.7,able,49,185.4,142.4,H,1054017
10834,1201.7,449.1,2551.9,able,34,182.9,83.9,H,1054152
10838,1236.0,452.2,2676.6,able,37,175.3,98.0,H,1054214
10852,1121.8,420.3,2392.7,able,37,190.5,113.4,H,1054485
10856,1252.4,454.3,2628.1,able,46,182.9,93.9,H,1054499
10882,1295.7,514.8,2681.3,able,46,175.3,73.9,L,1054848
10889,1280.0,466.4,2646.9,able,37,185.4,91.2,H,1055116
10901,1224.3,460.0,2517.8,able,46,185.4,81.6,H,1055287
10909,1255.9,473.6,2599.8,able,69,175.3,69.9,L,1055365
10918,1180.3,450.6,2381.1,able,38,188.0,113.4,H,1055541
10926,1232.4,470.6,2456.9,able,56,190.5,73.9,L,1055608
10933,1144.7,422.0,2459.5,able,29,193.0,88.0,H,1055713
10937,1138.6,426.6,2594.1,able,36,177.8,104.3,H,1055739
10950,1483.7,532.7,2790.1,able,63,177.8,95.3,H,1055862
10954,1118.2,478.5,2296.2,able,50,188.0,86.2,H,1055896
10958,1125.6,417.3,2323.9,able,52,193.0,94.8,H,1055945
10964,1049.4,392.5,2188.9,able,44,190.5,95.3,H,1055990
10973,1073.1,382.6,2284.5,able,18,185.4,82.1,H,1056080
10980,1519.7,641.2,3102.5,PR3 (VI),60,167.6,63.5,H,1056140
10983,1376.7,489.4,2786.5,able,54,177.8,97.5,H,1056203
10988,1147.9,419.7,2374.2,able,47,190.5,93.0,H,1056246
10992,1158.1,427.8,2292.2,able,57,193.0,99.8,H,1056342
10997,1320.0,503.8,2737.2,able,54,170.2,62.6,H,1056398
10999,1130.6,440.0,2388.2,able,39,177.8,93.0,H,1056416
11006,1487.8,506.4,2947.1,able,77,182.9,77.1,H,1056528
11009,1273.3,467.5,2632.7,able,59,195.6,99.8,H,1056572
11029,1129.0,415.4,2265.1,able,43,177.8,83.0,H,1056937
11031,1098.2,418.5,2228.6,able,54,182.9,74.8,L,1056961
11032,1419.9,492.7,3076.7,able,57,170.2,83.0,H,1056965
11045,1194.7,459.8,2535.3,able,44,172.7,73.5,L,1057112
11047,1137.6,442.2,2383.1,able,37,182.9,89.8,H,1057132
11048,1225.9,461.9,2547.6,able,48,175.3,111.1,H,1057153
11054,1392.5,518.6,2799.8,able,73,160.0,58.1,L,1057211
11055,1740.0,579.7,3483.0,able,72,170.2,63.0,L,1057212
11057,1285.9,472.2,2539.8,able,62,177.8,73.9,L,1057241
11059,1278.6,480.7,2636.4,able,33,185.4,75.3,H,1057245
11062,1251.9,483.5,2532.0,able,69,182.9,83.9,H,1057301
11063,1407.6,551.3,2941.0,able,60,167.6,55.8,L,1057307
11071,1141.1,433.4,2394.6,able,37,182.9,87.1,H,1057414
11085,1298.0,465.3,2918.7,able,49,177.8,86.2,H,1057569
11090,1426.3,571.5,2945.2,able,54,188.0,98.0,H,1057634
11110,1312.4,509.7,2602.1,able,43,177.8,88.9,H,1057952
11115,1446.8,533.6,2933.5,able,42,185.4,122.5,H,1057997
11125,1425.2,582.1,3190.2,able,40,185.4,78.0,H,1058091
11126,1159.6,457.1,2338.3,able,48,175.3,83.0,H,1058095
11136,1413.1,658.3,3111.3,able,44,185.4,129.7,H,1058196
