,result_1,result_100,result_1000,result_10000,result_100000,result_2000,result_21097,result_30,result_4,result_42195,result_500,result_5000,result_60,result_6000,age,height,weight,weight_class,gender
42818,,,,2567.4,,,,,,,,,,,46,,,H,M
42819,,,,2864.0,,,,,,,,1388.0,,,58,167.6,69.9,H,F
42820,,,,,,,,,,,,1175.9,,,37,,,H,M
42821,,,,,,,5079.7,7911.0,,,,,15180.0,,27,180.3,73.9,L,M
42822,,,,,,522.6,,6458.0,,,,,,,59,200.7,98.0,H,M
42823,,17.3,,2503.5,,456.5,,,,,98.9,1250.9,,,35,,98.9,H,M
42824,,,,,,,,,1241.0,,87.4,,,,29,,,H,M
42825,,,191.9,,,,,,,,,,,,28,,,H,M
42826,,,213.9,2512.0,,442.5,,7208.0,,,96.5,1143.4,,1400.2,39,,,H,M
42827,,,,2584.6,,,,,,,,,,,61,188.0,95.7,H,M
42828,,,,,,528.2,,,,,,,,,43,185.4,81.2,H,M
42829,,,,,,,,5139.0,,,,,,,65,,,H,M
42830,,,,,,455.6,,6990.0,,,,1229.6,,,49,180.3,95.3,H,M
42831,,,,,,,,,,,,1327.7,,,45,,,H,M
42832,,,,,,,,,,,103.0,,,,30,,,H,F
42833,,,,,,,,,932.0,,,,,,49,,,H,F
42834,,,,2417.1,,,,,,,,,,,54,180.3,93.0,H,M
42835,,,,,,475.9,,7010.0,1091.0,,,1317.8,,,39,182.9,104.3,H,M
42836,326.0,17.3,,2434.5,,439.7,5260.9,,,,,1217.7,,1392.7,42,,,H,M
42837,,,192.0,,,420.9,,,,,,1103.5,,,44,,,H,M
42838,,,,2466.5,,,,,,,,,,1526.0,61,195.6,104.3,H,M
42839,,,,2505.7,,,,,,,,1167.9,,,35,,,H,M
42840,,,,,,,,,,,,,,,9,,,L,F
42841,,,,,,536.4,,,,,,,,,45,193.0,83.9,H,M
42842,,,220.0,,,454.8,,7035.0,,,98.8,,,,42,177.8,78.9,H,M
42843,,,,2192.0,,,,,,9945.3,,,16089.0,1271.8,22,,,L,M
42844,305.0,17.9,224.1,2245.3,,445.2,5033.1,,,10917.5,,1260.3,,,21,182.9,90.7,H,M
42845,,,,,,,,,,,,1255.8,,,31,172.7,74.8,H,F
42847,,,,,,,,,,,,1247.3,,,37,188.0,104.8,H,M
42848,,,233.6,2639.3,,558.4,,6696.0,,,,1246.9,,1544.4,39,185.4,112.9,H,M
42849,291.0,,233.1,2741.1,,,,,,,,,,1526.2,59,185.4,83.9,H,M
42850,,,,2689.0,,,,,,,,,,,44,,,H,M
42851,,,,,,,,,,,,1332.7,,,34,,,H,F
42852,,,,,,,5876.0,,,,,,,,62,,,H,M
42853,,,,,,,,,,,,,,,43,162.6,,H,F
42854,301.0,,,,,470.0,,6715.0,,,,1219.2,,,24,172.7,88.5,H,F
42855,,,,2732.9,,,,,,,,1323.9,,,25,175.3,86.2,H,F
42856,,,,,,,,,,,,1461.0,,,60,188.0,93.0,L,M
42857,,18.7,228.0,2792.0,,531.6,,6635.0,,,,1296.8,,,45,,,L,M
42858,378.0,,,,,,,,,,,,,,28,,,H,M
42859,,,,2799.6,,495.9,,6436.0,,,,,,,31,,,H,F
42860,,,,2366.7,,407.4,5590.3,7605.0,,,,1118.8,,,30,185.4,93.0,H,M
42861,283.0,20.2,231.9,2657.6,,479.9,5810.4,,,,109.1,1263.7,,1539.9,27,165.1,56.7,L,F
42862,,,217.5,2599.5,,457.8,5796.3,,,,,1210.3,,1508.0,50,180.3,81.6,H,M
42863,380.0,,180.5,2219.8,,384.2,4869.9,8430.0,,10662.6,82.2,1089.3,16234.0,1273.2,30,200.7,107.0,H,M
42864,,,,2609.0,,,,,,,,,,,42,,,H,M
42865,,,,,,,,7594.0,,,,,,,21,,,H,M
42866,,,,,,592.2,,,,,,,,,40,,,H,M
42867,,,,,,449.7,,,,,,,,,49,,,H,M
42868,,,,2604.4,,,,,,,,1238.7,,,51,,,H,M
42869,,,267.6,3120.3,,,,6289.0,,,161.1,1344.0,,,24,,,H,M
42870,,,,,,,6071.8,,,,,,,,50,172.7,81.6,H,F
42871,300.0,,251.1,2603.7,,,,,,,,1284.8,,,44,185.4,104.8,H,M
42872,,,,,,,,,,,,1197.0,,,58,,,L,M
42873,,,,,,,,,,,,,13034.0,,40,,,H,M
42874,,,,,,445.0,,,,,,,,,51,,,H,M
42875,,,,2999.5,,655.5,6931.4,6100.0,,,,1436.7,13131.0,,23,,,H,M
42876,,,,,,,,,,,,1340.2,,,44,,,H,M
42877,292.0,,204.0,2361.4,,433.2,5516.1,7735.0,,,,1119.0,14832.0,1400.8,32,,80.3,H,M
42878,,,,,,,,,,,90.9,,,,33,,,H,M
42879,,,210.1,2458.6,,,5282.8,,,,,1163.8,,,33,,,L,M
42880,,,,2876.4,,523.8,6950.2,6508.0,,13377.4,110.4,,,,31,,,H,F
42881,313.0,,212.8,2347.5,,,5079.8,7766.0,,,,,,1391.2,36,175.3,79.8,H,M
42882,,17.1,205.8,2384.4,,422.1,5520.4,7518.0,,,102.6,1135.5,13413.0,,48,,,H,M
42883,,,,,,523.2,,,,,,,,,47,,,H,M
42884,402.0,14.0,175.6,,,,,8664.0,1355.0,,,1003.2,,1234.1,31,,,H,M
42885,252.0,23.2,262.8,2848.7,,559.1,6541.4,,,,,1391.8,,,49,,,H,F
42886,,,,2341.2,,,,7878.0,,,,1135.6,14598.0,,34,177.8,,H,M
42887,,,292.7,,,,,,,,,,,,53,,,H,M
42888,324.0,,210.5,,,,5150.2,,,,,,14765.0,,38,188.0,96.2,H,M
42889,,,,2995.5,,,,,,,,1628.4,,,39,,,H,M
42890,,,,,,409.6,,7923.0,,,,1123.7,14232.0,1362.0,40,,,H,M
42891,,,,,,614.6,,,,,,,,2091.2,34,,,H,M
42892,,,,2477.5,,,,,,,,,,,44,,,H,M
42893,,,,,,,,,,,,1500.5,,,48,182.9,88.5,H,M
42894,,,,,,,,,,,89.5,,,,58,,,H,M
42895,205.0,,292.5,,,,,,,,,,,,26,,,H,M
42896,,,254.0,,,528.0,,,,,,,,,69,,,H,F
42897,,,,,,,,6748.0,,,,,,,40,182.9,94.8,H,M
42898,,,,,,415.6,,,,,89.3,,,,33,200.7,104.3,H,M
42899,,,,,,,,6020.0,,,,,,,39,,,L,M
42900,,,,,,,,,,,,,,1437.1,58,185.4,86.2,H,M
42901,,,199.7,2428.9,,,,7190.0,,,,,14587.0,,31,180.3,82.1,H,M
42903,,,,,,,,,,,,,,,66,,,H,M
42904,,,,,,590.7,,,,,,,,,70,177.8,83.9,H,M
42905,,,,,,,,,,,84.6,,,,22,,,H,M
42906,,,,2621.0,,,,,,,,,,,25,,,H,M
42907,258.0,,,,,,,,,,,,,,29,165.1,53.1,H,F
42908,,,,2825.3,,,6512.9,,,,,,,,49,170.2,,H,F
42909,,,,,,569.0,,,,,,,,,68,,,H,M
42910,,,,,,,,6833.0,,,,,,,36,,,H,M
42911,,16.9,,,,,,,,,98.8,,,,33,,,H,M
42912,,,221.0,,,,,7253.0,,,,,,,36,180.3,81.6,H,M
42913,344.0,,199.1,2215.3,,,,,,,,1095.4,,1318.3,33,,,H,M
42914,,,,,,,,,,,,1539.5,,,69,177.8,82.6,H,M
42915,,,,,,486.0,,,,,,,,,28,,,L,F
42916,,,,,,,,,,,119.4,,,,30,,,H,F
42917,,,,2970.3,,,6083.0,,,,,,,1763.7,33,180.3,,H,M
42918,279.0,,233.1,2809.2,,,,6544.0,,,,,,1650.2,20,,,H,F
42919,,,,,,421.4,,,,,,,,1375.7,24,175.3,68.0,H,F
42920,,,,,,,,,,,142.7,,,,80,177.8,75.3,L,M
42921,,,272.9,,,560.6,,,,,118.0,,,,55,165.1,83.9,H,F
42922,207.0,,298.1,3464.0,,,,,,,,,,1960.4,44,,,H,F
42923,,,,,,642.6,,,,,148.7,,,,43,167.6,99.8,H,F
42924,,,306.9,,,466.2,,,,,,1242.3,,,54,188.0,90.7,H,M
42925,,,,2498.6,,,,,,,,1157.3,,,45,188.0,84.8,H,M
42926,,,,,,397.7,,,1242.0,,85.4,,,1238.9,23,,,H,M
42927,,,,,,,,,,,,,,1343.1,30,,,H,M
42928,,,,,,663.6,,,,,,1626.1,,,49,,,H,F
42929,,,,,,,,,,,117.5,,,,36,,,H,M
42930,,,,,,466.9,,,,,,1220.5,,1505.1,41,,,H,M
42931,,,,,,459.4,,,,,,1210.0,,,34,185.4,104.3,H,M
42932,,,203.7,2376.9,,408.7,,,,,,,,1343.9,19,182.9,88.5,H,M
42933,,,,2735.0,,,6163.0,6315.0,,,,,12850.0,1660.0,66,,,H,M
42934,,,,,,,,,,,,1364.3,,1671.6,23,,,L,F
42935,274.0,,274.0,3014.8,,,,,,,,,,1809.0,46,,,H,M
42936,269.0,,238.5,2698.5,,,5987.0,,,,,1299.0,,,46,,,H,M
42937,,,,,,505.3,,6834.0,,,99.7,,,,43,,,L,M
42938,,,,,,,,6100.0,,,,,,,25,,,H,M
42939,,20.9,,,,,,,,,,,,,34,,,H,M
42940,,,,3049.8,,557.4,7094.0,,,,,1399.8,,1695.8,60,157.5,63.5,H,F
42941,310.0,,,2552.6,,,,,,,105.0,1239.1,,,40,,,H,M
42942,323.0,,218.0,2588.2,,468.7,,6600.0,,,94.4,1185.6,,1476.5,42,,,H,M
42943,,,,,,,,7419.0,,,,1141.8,,,35,182.9,,H,M
42944,,,,2435.5,,,,7593.0,,,,,,,44,,99.8,H,M
42945,,,,2663.8,,480.6,,6513.0,,,,1315.2,,,40,,,H,M
42946,,,,,,,,,,,,1136.0,,,42,,,L,F
42947,,,,,,,,5433.0,,,,1611.0,,,66,182.9,87.5,H,M
42948,,,,,,,,,,,,1268.0,,,41,167.6,68.9,L,M
42949,310.0,,,,,480.0,,,,,,1180.0,,1435.9,65,180.3,,H,M
42950,377.0,15.1,189.0,,,,4970.4,,,10341.7,82.1,,,,32,193.0,89.8,H,M
42951,315.0,,,2440.0,,450.7,,7551.0,,,,,,,46,,,H,M
42952,,,,,,,,,,10323.8,,,,,28,,,H,M
42953,,,,,,,,,,11451.3,,,,,31,,,H,M
42954,,,,2333.2,,415.0,4968.9,,,,,,,,34,,,H,M
42955,,,,2884.1,,510.9,,6774.0,,,,1307.3,,,39,,,H,M
42956,,,,,,449.0,,,,,,,,,36,,,H,M
42957,,,235.5,,,,,,,,,1209.7,,,49,185.4,86.2,H,M
42958,,,,,,,,,1201.0,,,,,,19,,,H,M
42959,,,,,,,,,,,110.1,,,,61,,,H,M
42960,,,235.1,,,,,,,,,,,,36,175.3,71.7,L,M
42961,,,,2338.3,,413.9,5592.3,7840.0,,11751.6,,,,,21,180.3,68.0,L,M
42962,306.0,,221.5,,,454.7,,7107.0,,,,1200.0,,,17,182.9,70.3,H,F
42963,,,,,,,,,,,,1347.4,,,34,,,H,M
42964,,,,,,,,,,,,,12892.0,,64,185.4,108.0,H,M
42965,300.0,,221.4,2689.1,,,,,,,106.3,1289.5,12230.0,1570.8,54,,,H,M
42966,,,,,,571.5,,,,,,,,,57,,,H,M
42968,,,,,,,,,,,,1204.4,,,45,,,H,M
42969,,,,,,,5243.6,,,11938.3,102.7,1191.6,14284.0,,43,,,H,M
42970,,,,2844.1,,,6288.9,,,,,,12799.0,,43,,,H,F
42971,,,,,,450.4,,,,,,1188.4,,,28,,,H,M
42972,,,,,,,,,,11853.1,,,,,37,,,H,M
42973,,,,,,,,6377.0,,,,1292.7,11426.0,,52,185.4,,H,M
42974,,,218.6,,,,,7000.0,,,103.9,,,1682.0,58,182.9,78.9,H,M
42975,,,297.9,,,,,,,,,,,,19,,,H,F
42976,,,,2517.6,,482.5,,,,,,1234.4,,,46,177.8,67.1,L,M
42977,,,,,,,,7627.0,,,,,,,24,,,H,M
42978,,,,,,,,6046.0,,,,,,,32,,,H,M
42979,,,,,,433.9,,,,,,1200.8,,,26,,,H,M
42980,,,,,,,,,,,,1680.0,,1540.0,55,,,H,M
42981,,,255.2,3274.4,,,,5199.0,,,,1487.8,,,57,180.3,106.6,H,M
42982,241.0,24.5,329.2,3230.4,,,,,,,,1431.4,,1891.7,55,185.4,,H,M
42983,,,,2499.1,,,,6606.0,,,,1245.9,,1699.3,43,175.3,68.0,L,M
42984,,,,2198.8,,,,,,,,,,,38,190.5,104.8,H,M
42985,,,,,,,,7112.0,,,,,,,46,177.8,88.0,H,M
42986,,,,,,,,,,,,1339.8,,,44,,,H,F
42987,266.0,20.9,282.7,,,,,,872.0,,127.4,,,,85,,,H,M
42988,,,,3015.0,,,,,,,,1397.5,,1830.5,30,,,H,M
42989,,,,,,454.4,5413.1,,,,,,,1441.9,37,,,H,M
42990,329.0,,207.3,2557.7,,443.1,5859.9,7233.0,1127.0,,94.6,1268.9,,1465.1,52,,,H,M
42991,,,,2861.8,,,,,,,,,,,53,180.3,98.0,H,M
42992,,,,2651.9,,,,,,,,,,,57,,,H,M
42993,,,,,,,,,,,113.0,,,,38,,,H,M
42994,,,,,,,,,,,,1355.4,,,42,154.9,54.0,H,F
42995,,,,,,,,,,10959.1,,,,,17,,,L,M
42996,,,277.5,,,572.7,,6072.0,902.0,,127.3,1537.5,,,52,,,H,F
42997,,,,2695.0,,474.1,,6594.0,,12476.4,,1203.6,,,32,170.2,78.0,H,M
42998,,,,,,,,,,10758.5,,,,,17,,,L,M
42999,,,209.4,2518.4,,457.3,5565.8,,,,,,,1551.5,36,180.3,77.1,H,M
43000,,,,,,,,,,,83.8,,,,25,,,H,M
43001,,,,,,465.8,,,,,,,,,37,,,H,M
43002,,,,,,498.7,,,,,,,,,65,172.7,68.5,L,M
43003,,,,2280.0,,,,,,,,,,,55,,,L,M
43004,,,,,,,,,,,,1452.5,,,40,182.9,146.1,H,M
43005,250.0,,253.2,2964.2,,,,6282.0,,,,1382.8,,1752.3,51,185.4,91.6,H,M
43006,,,,,,,,,,,,1157.8,,,43,,,L,M
43007,,,,,,515.0,,,,,,,,,21,,,H,F
43008,,,,2932.0,,,,,,,,,,,48,175.3,69.9,H,F
43009,,,,,,,,8234.0,,,,,,,25,,,H,M
43010,,,,,,,,6083.0,,,,,,,59,,,L,M
43011,,,,2250.4,,400.0,,,,,,1056.1,15100.0,,27,193.0,108.0,H,M
43012,,,207.5,2383.6,,446.7,5281.3,7569.0,,,100.0,1175.1,14754.0,1407.7,40,190.5,87.5,H,M
43013,316.0,16.4,205.6,2333.4,,,5648.2,7566.0,,,,1115.9,14364.0,1508.6,40,,,H,M
43014,184.0,,345.0,,,,,,,,,,,,48,172.7,56.7,L,F
43015,284.0,,234.7,2980.4,,574.2,6166.5,6380.0,,,,,11764.0,1617.7,45,177.8,63.5,L,M
43016,,,,,,,,5202.0,,,,,,,54,167.6,54.4,L,F
43017,292.0,,227.2,2859.4,,,,,,,,,,1687.1,47,188.0,86.2,H,M
43018,,,,,,,,,,,,1217.1,,,58,198.1,115.7,H,M
43019,,,,3539.1,,,,,,,,,,,34,,,H,M
43020,279.0,,228.6,2428.2,,,5667.9,,,,,1274.6,,1567.7,32,170.2,81.2,H,F
43021,,,,,,,,,,,,1238.2,,,33,180.3,82.1,H,M
43022,,,,,,534.5,,,,,,1454.2,,,29,,,L,F
43023,,,,,,494.5,,,,,,1319.5,,,42,,,L,M
43024,,,,2466.8,,,,,,,,,,,48,200.7,106.6,H,M
43025,174.0,,295.4,2684.1,,,,,,,,,,1582.2,38,,,H,F
43026,,,,,,,,,,,121.8,1434.8,,1667.0,40,170.2,88.9,H,F
43027,,,,2709.6,,,,,,,,,,,38,175.3,68.9,H,F
43028,280.0,,,,,,,6693.0,960.0,,,,,,52,,,H,F
43029,,,,,,,,,,,,1238.2,,,44,,,H,M
43030,,,,2598.2,,,,,,11861.5,,,,1500.0,34,,,L,F
43031,,,,,,,,,,,,1300.3,,,46,,,H,M
43032,,,,,,585.0,,6640.0,,,,1404.0,,,44,185.4,85.3,H,M
43033,,,,,,,,,,,114.8,,,,22,,,H,F
43034,,,,2387.9,,418.3,,,,,,,,1383.6,44,193.0,93.0,H,M
43035,,,,,,,4896.1,,,,,,,,30,,,H,M
43036,,,253.6,,,500.0,,6746.0,,,,1299.0,,,59,177.8,81.6,H,M
43037,,,,,,,,7276.0,,,,,,,57,177.8,91.6,H,M
43038,,,,,,,,7258.0,,,,,,,45,175.3,72.6,L,M
43039,308.0,17.9,219.9,2476.1,,458.3,,7254.0,1085.0,,105.5,1202.1,14053.0,1436.6,61,,,H,M
43040,303.0,,221.6,2516.0,,,5868.4,7217.0,,,,1195.3,,1468.6,54,185.4,73.9,H,M
43041,299.0,,225.9,2734.6,,,5989.6,,,,,1247.7,,1517.0,38,175.3,87.5,H,M
43042,,,,,,441.5,,7544.0,,,,1186.6,13868.0,1398.2,33,,,H,M
43043,296.0,,228.7,2573.3,,,5438.6,7340.0,,,,1328.6,14004.0,1488.1,54,180.3,77.6,H,M
43044,,,,,,,,,,,,1192.0,,,46,,,H,M
43045,,,228.4,,,,,,,,,1292.0,,,17,177.8,68.0,H,F
43046,,,,2570.4,,,,,,,,1198.0,14382.0,,40,,,H,M
43047,,,,,,,,7061.0,,,,,,1585.1,43,,,H,M
43048,,,,,,,4739.6,8405.0,,,,,,,48,,,H,M
43049,,,,,,,,,,,,1487.2,,,42,190.5,,H,M
43050,,,,2474.0,,,,,,,,,,,69,,,L,M
43051,,,,2753.3,,,6059.3,,,,,1368.9,12960.0,,53,,,L,M
43052,,,,,,,,,,,,1288.0,13246.0,,48,172.7,88.0,H,M
43053,,,224.3,,,492.3,,,,,,1266.9,,,52,175.3,87.5,H,M
43054,,16.9,,,,,5305.0,,,,,,14831.0,,46,182.9,96.6,H,M
43055,180.0,33.1,,,,,,5001.0,,,158.2,,,,10,,,L,M
43056,,,,2911.6,,,,,,,,,,,16,,,H,F
43057,,,,,,501.5,,,,,,,,,63,,,L,M
43058,,,,2669.8,,486.9,5956.1,,,,,1364.4,13532.0,,44,177.8,83.9,H,M
43059,341.0,,199.1,2382.4,,427.7,5388.2,,,11689.0,90.6,1145.7,,1374.8,39,,,H,M
43060,,,,,,388.6,4722.8,,,,,,,,34,,,H,M
43061,,,,,,,,,,,179.3,,,,16,,,L,F
43062,,,,,,,,,,,,1278.0,,,39,,,H,M
43063,,,,,,464.6,,,,,,,,,18,,,H,F
43064,,,,,,577.2,,,,,,,,,70,185.4,102.1,H,M
43065,,,,2540.7,,,,,,,95.4,1266.7,,1388.0,44,,,H,M
43066,318.0,,,,,,,,,,96.8,,,1623.2,37,,,L,M
43067,,,,,,,,8011.0,,10469.0,,,,,37,,,L,M
43068,,,,,,478.1,,,,,,,,,49,,,H,M
43069,,,,,,406.5,,,,,,,,,42,,,H,M
43070,307.0,,231.0,,,467.6,,,,,,,,1484.3,37,180.3,88.5,H,M
43071,,,,,,,,,,,,1680.9,,,51,,,H,F
43072,,,,,,,,,,,,1195.2,,,25,,,L,M
43073,,,,,,,,6343.0,,,,,,,59,167.6,57.2,L,F
43074,,,,2339.6,,,,,,,,1146.0,,,61,,,H,M
43075,,,,,,,,,1202.0,,88.7,,,,22,,,H,M
43076,,,297.7,,,638.7,,5257.0,,,139.6,1755.7,,1987.7,47,,,H,F
43077,,,,,,,,8628.0,,,,1000.4,,,19,195.6,88.0,H,M
43078,,,,2438.9,,436.6,,,,,,,,,55,,,H,M
43079,,,,2919.4,,491.5,,,,,109.5,1424.2,,,31,162.6,60.8,L,F
43080,,,,,,497.7,,5564.0,787.0,,,1357.0,11362.0,,40,,,H,F
43081,244.0,,,2962.2,,547.4,,6641.0,,,,1364.6,,1781.2,45,162.6,59.9,L,F
43082,,,,2526.2,,,,6889.0,,,,,,,51,,,H,M
43083,318.0,,208.2,,,,,7524.0,,,98.8,,,,49,,79.8,L,M
43084,,,,,,,,,,,,1501.2,,,43,167.6,60.8,H,F
43085,,,,,,,,6837.0,,,,,,,67,185.4,72.6,L,M
43086,,,,2391.7,,,,,,,,1137.6,,,34,188.0,94.3,H,M
43087,,,,,,,,,,,,1405.0,,,37,182.9,108.9,H,M
43088,,,,,,,,,,,86.3,,,,30,,,H,M
43089,,,,,,613.3,,,,,,,,,31,182.9,88.5,H,M
43090,,,,,,540.6,,,,,,,,,57,,,H,M
43091,309.0,18.5,225.8,2644.3,,473.9,,6895.0,,,111.0,1257.5,13202.0,,56,,76.7,L,M
43092,,,,2489.8,,,5837.2,,,,,1170.4,,,33,167.6,79.4,H,M
43093,,,,2928.0,,509.7,,6654.0,,,,1354.8,,,45,,,H,M
43094,,,,,,572.7,,,,,,,,,33,,,H,M
43095,,,,,,438.1,,,,,,1136.9,,,32,,,H,M
43096,,,,3445.1,,,,,,,,1522.9,,,33,185.4,133.8,H,M
43097,,,220.2,2719.3,,,5770.6,7060.0,,,,,,,33,,,H,F
43098,,,,,,,,5790.0,,,137.4,,11347.0,,39,,,H,M
43099,,,,,,,,,848.0,,,,,,34,,,H,F
43100,,,,,,482.6,,,,,,1301.3,,,45,,,H,M
43101,,,,2457.9,,,,,,,,1239.0,,,51,177.8,128.8,H,M
43102,,14.8,191.4,,,399.7,,8018.0,,,87.1,1074.8,,,53,190.5,99.8,H,M
43103,,,,,,,,,,,115.3,,,,36,,,H,F
43104,,,204.1,,,433.1,,,,,,1185.1,,,39,,,H,M
43105,,,,,,,,,,,,1181.4,,,45,,,H,M
43106,,,235.4,,,490.0,,,,,109.1,,,1508.7,54,167.6,69.9,L,M
43107,,,,,,464.0,,,,,,1216.2,,,32,,,L,F
43108,314.0,,223.9,2682.5,,,,7064.0,,,,1236.5,13475.0,1620.6,52,182.9,78.0,H,M
43109,,,,2624.0,,,,,,,,1244.0,,,57,,,H,M
43110,,,,,,558.4,,,,,,1433.2,,1724.0,50,,,H,M
43111,,,,3503.3,,,,6446.0,,,,1360.6,,1690.9,66,172.7,84.8,H,M
43112,342.0,16.4,200.9,2309.5,,420.0,,7773.0,1187.0,,90.2,1124.6,14762.0,1395.7,49,177.8,72.1,L,M
43113,319.0,,226.3,,,,,,,,,,,,42,,,H,M
43114,,,,,,,5544.5,,,11963.2,,1292.0,,,61,193.0,87.1,H,M
43115,,,,2635.1,,,,,,,,,,,25,,,H,M
43116,,,197.9,2251.9,,415.1,4989.6,8070.0,,,90.3,1095.9,15710.0,1359.1,46,190.5,83.9,H,M
43117,242.0,24.6,293.8,,,614.8,,,,,,1718.4,,2119.3,26,,,L,F
43118,,,,,,566.2,,,,,130.6,,,1817.1,59,172.7,84.8,H,F
43119,,,,,,,,,,,,1219.3,,1500.6,65,190.5,99.8,H,M
43120,,,,,,,,,,,,,14552.0,,50,,,H,M
43121,,,,3120.7,,522.0,,,,,,,,,20,170.2,64.9,H,F
43122,,,,3124.2,,,6877.1,,,,,,,1710.4,53,177.8,77.1,H,M
43123,343.0,16.2,199.4,2287.4,,411.7,5038.1,7874.0,,10708.0,88.6,1101.8,15049.0,1403.7,56,182.9,90.7,H,M
43124,295.0,,233.1,2513.9,,,5507.7,,,11723.1,,1210.4,,,53,,,H,F
43125,406.0,13.6,,,,,,,,,76.7,,,,47,203.2,109.8,H,M
43126,,,,,,,,,,,,1415.3,,,49,188.0,81.6,H,M
43127,,,,,,465.1,,,,,,1314.8,,,37,,,H,M
43128,,19.2,240.7,,,,,,,,,1298.2,,,36,,83.9,H,M
43129,,,,,,,,,,,,,13976.0,,51,,,L,M
43130,,,,,,407.4,,7687.0,,,,1067.7,15124.0,,17,,,H,M
43131,,,,,,,,,,,,1263.8,,,63,,,H,M
43132,,,,2808.7,,,,,,,,,,,52,,,H,M
43133,,,225.0,,,,,,,,,,,,61,,,H,M
43134,,,,,,,,,,,,1174.8,,,45,188.0,81.6,H,M
43135,,,213.5,,,437.0,5285.5,,,,,,,,56,177.8,74.8,L,M
43136,,,,,,,,,,,99.3,,,,20,,,L,M
43137,,,,,,,,,,,88.2,,,,38,180.3,93.0,H,M
43138,,,198.4,2319.5,,424.1,,7892.0,1110.0,,93.5,1113.2,15136.0,,46,,105.7,H,M
43139,,,,,,,,,,,,1129.1,,,30,,,H,M
43140,,,,,,388.2,,,1247.0,,84.6,,,,26,,,H,M
43141,,,,,,534.4,,,,,,,,,35,162.6,73.9,H,F
43142,,,,2497.6,,,,,,,,,,,51,190.5,126.1,H,M
43143,,,,,,,,,,11691.4,,,,,36,,,H,M
43144,,,,2491.3,,,,7284.0,,,,1214.6,,1485.4,55,185.4,81.6,H,M
43145,,,,,,530.3,,,,,,,,,60,185.4,94.8,H,M
43146,,,,,,498.3,,,,,,,,,53,,,H,M
43147,,,,,,,,,,,,,13597.0,,45,,,H,M
43148,,,307.4,3568.4,,652.6,,5315.0,,,137.1,1672.9,,2127.9,70,182.9,70.3,L,M
43149,,,,2428.5,,452.1,,,,,,1179.8,,,37,,,H,M
43150,,,,,,448.7,,,,,,,,,24,,,H,M
43151,,,,,,593.3,,,,,,1337.8,,,49,,,H,M
43152,,,,,,,,,,11766.2,,,,,47,,,H,M
43153,,,,2540.1,,471.3,,6635.0,,,,1294.5,,,54,182.9,90.7,H,M
43154,357.0,,196.8,2629.2,,,,,,,,,,1458.9,31,,,H,M
43155,,,,2436.5,,,,,,,,1155.8,,1457.3,36,,,H,M
43156,,,,,,,5232.0,,,,,1108.1,,1342.2,20,177.8,81.6,H,M
43157,,,,,,590.2,,,,,,,,,54,,,H,M
43158,,,,2367.2,,,,,,,,1127.1,15056.0,,66,,,H,M
43159,,,,,,,,,,,83.1,,,,17,,,H,M
43160,323.0,,211.4,,,455.9,,,,,93.9,,,,59,180.3,83.5,H,M
43161,295.0,,245.0,2815.7,,,6153.9,6577.0,,13983.9,113.6,1336.4,12609.0,1632.9,51,177.8,123.8,H,M
43162,305.0,18.4,,,,492.1,,6762.0,,,,1370.5,,,57,188.0,88.9,H,M
43163,,,,,,,,,,,,1253.1,,,44,,,H,M
43164,,,,,,,,,,,,,,1483.9,17,,,L,F
43165,,,,,,,,,1284.0,,82.1,,,,33,188.0,83.0,H,M
43166,,,357.8,,,,,,,,165.0,,,,9,,,L,F
43167,,,271.8,,,553.2,,,,,135.5,1527.6,,,11,,,L,M
43168,,,,,,,,,,,,,13884.0,,44,,,H,M
43169,,,,,,456.9,,7217.0,,,,,,,40,175.3,83.9,H,M
43170,,,,,,,,8128.0,,,,,,,22,,,H,M
43171,,,,2746.9,,,5758.0,,,11780.0,94.4,,,,38,,,H,M
43172,347.0,15.8,,,,500.1,,,,,93.4,1246.1,,,54,195.6,,H,M
43173,324.0,,249.0,,,,,,1004.0,,106.0,1255.0,,,61,,,H,M
43174,298.0,,226.3,2583.5,,480.8,6107.2,,,,,1258.7,,1548.5,62,182.9,93.0,H,M
43175,,,,,,661.8,,5368.0,,,,1636.8,,,57,,,H,M
43176,,,291.8,,,620.9,,,,,,,,,28,180.3,97.1,H,M
43177,301.0,20.8,222.8,2502.3,,463.7,5466.8,7317.0,1061.0,,107.7,1197.6,14022.0,1429.9,65,175.3,74.4,L,M
43178,,,,,,,,,,,93.0,1211.0,,,40,,,H,M
43179,,,,,,,7249.6,,,,,,,,27,172.7,69.9,H,M
43180,,,,,,,,,,,,,,1546.1,43,188.0,97.5,H,M
43181,,,,3233.3,,,,,,,,,,,35,,,H,M
43182,,,,2538.6,,,6216.6,,,,,1193.1,,1509.0,35,170.2,70.3,L,M
43183,,,,,,,,,,,,1409.5,,,35,172.7,71.2,H,M
43184,,,304.0,,,,,5560.0,,,,,,,67,172.7,79.4,H,M
43185,,,,,,,,7073.0,,,,,13472.0,,56,177.8,83.9,H,M
43186,,,265.0,,,537.7,,,,,,1387.6,,,52,177.8,76.2,H,F
43187,,,,2797.4,,470.0,,7020.0,,,,1333.9,,,35,185.4,86.2,H,M
43188,,,,,,490.2,,7017.0,,,,1226.8,,,46,182.9,110.2,H,M
