,result_1,result_100,result_1000,result_10000,result_100000,result_2000,result_21097,result_30,result_4,result_42195,result_500,result_5000,result_60,result_6000,age,height,weight,weight_class,gender
19754,,,209.9,,,441.3,,,,,95.8,1125.9,,,44,185.4,108.9,H,M
19755,,,,,,,,,,,,1229.9,,,39,175.3,78.0,H,M
19756,304.0,,,,,,5600.0,,,,112.0,,,,60,,,H,M
19757,,,,2575.8,,459.7,5619.6,7163.0,,11996.8,98.9,1185.4,14413.0,1527.4,37,175.3,79.4,L,M
19758,,,252.9,,,517.0,,,,,,,,,45,,,H,M
19759,,,,,,,,,,,,,,1988.1,51,170.2,74.8,H,F
19760,,,,,,,,7013.0,,,,,,,44,,,H,M
19761,,,,,,422.7,,,,,,1145.3,,,39,188.0,88.5,H,M
19762,,,,,,396.2,,,,,,,15702.0,,17,185.4,68.0,L,M
19763,,,249.5,,,,6601.4,,,,,1362.7,,,53,190.5,86.2,H,M
19764,,,,,,,,6150.0,,,,,,,52,,,H,M
19765,293.0,,257.4,3164.7,,,,,,,,,,1603.8,41,182.9,68.0,L,M
19766,,,,2437.9,,442.3,5489.5,7532.0,,,,1174.8,14150.0,,43,182.9,88.5,H,M
19767,,,223.0,,,,5771.7,,,,101.7,1241.8,,1604.7,51,,,L,M
19768,,,,,,,,,,,,1208.2,,,37,182.9,,H,M
19769,,,,,,,,,,,,1320.0,,,46,,,H,M
19770,,,253.0,,,,,6295.0,,,,1402.0,,,20,172.7,57.2,L,F
19771,,,,,,,,,1001.0,,,,,,61,195.6,107.5,H,M
19772,,,,,,,,,,,,,14194.0,,41,,,H,M
19773,,,,,,437.0,,7742.0,,,,,,,49,,,H,M
19774,,,,,,,,7579.0,,,,,,,36,185.4,74.8,L,M
19775,296.0,,234.7,3099.1,,492.8,,,,,110.0,1296.6,,,43,167.6,70.3,L,M
19776,,,,,,,,6969.0,,,,,,,17,180.3,61.2,L,M
19777,,,261.1,,,,,6227.0,,,,,,,54,,,H,F
19778,,,235.5,2863.3,,487.8,,,,,110.6,1390.8,,1686.0,46,177.8,79.8,H,M
19779,355.0,,,,,,,,,,,,,,31,185.4,103.9,H,M
19780,345.0,,228.7,2517.5,,464.3,,,,,102.1,1224.2,,,34,193.0,88.0,H,M
19781,342.0,,,,,,,7306.0,,,,,,,42,195.6,113.9,H,M
19782,,,,,,,,6737.0,,,,,,,34,,,H,F
19783,,,,,,,,5613.0,,,,,,,52,175.3,95.3,H,M
19784,,,,2584.2,,471.7,,7042.0,,,107.0,1249.2,13337.0,1525.9,40,,,H,M
19785,,,,,,,,6677.0,,,,,,,43,,,H,M
19786,312.0,,228.4,2575.6,,,,7337.0,,,,1199.4,,1441.8,47,182.9,86.2,H,M
19787,,,,,,,,7540.0,,,,,,,51,,,L,M
19788,,,,,,,,7191.0,,,,,,,31,,,H,M
19789,,,,2488.6,,,,7134.0,,,,1224.4,,,39,,,H,M
19790,,,,,,438.8,,,,,95.0,,,,29,,,L,M
19791,,,,,,450.7,5271.9,,,11373.8,99.9,1180.1,,,59,185.4,103.0,H,M
19792,,,,2394.5,,431.2,,7289.0,,,85.6,1204.2,13605.0,,25,188.0,85.7,H,M
19793,,,,,,,,6004.0,813.0,,,,,,60,,,H,M
19794,,,,2938.1,,,,,,,105.6,1353.2,,,36,,,H,M
19795,,,,,,457.4,,7351.0,,,,1177.5,,,38,185.4,91.2,H,M
19796,,,,,,482.4,,5985.0,,,,1341.1,,,48,182.9,70.3,L,M
19797,,,,,,458.6,,6738.0,,,,,12667.0,,44,,,L,M
19798,278.0,,,,,700.9,,,,,,,,,65,190.5,132.5,H,M
19799,311.0,,214.8,,,,5984.5,,,12181.7,,,,,57,,,H,M
19800,340.0,16.2,207.0,2306.0,,421.0,5083.0,8032.0,1135.0,,93.0,1104.1,,1315.0,48,,,H,M
19801,,,,,,,,,,,,1501.0,,,59,185.4,134.7,H,M
19802,,,,,,,,,,,,1192.5,,,51,,,H,M
19803,,,,,,,,,,,,1418.2,,,43,,,H,M
19804,,,,2721.3,,498.9,6456.4,6472.0,,,,,,,49,,,H,F
19805,,,225.4,,,,,,,,,1194.8,,,50,175.3,87.1,H,M
19806,,,,,,,,8519.0,,,,,,,40,198.1,96.2,H,M
19808,,,,2381.3,,413.8,,,,,,,,,22,177.8,68.0,L,M
19809,292.0,,,2364.5,,,5478.3,,1074.0,,107.8,1186.9,,,32,180.3,79.8,H,M
19810,,18.8,266.3,2567.8,,470.2,,,,,,1244.2,,,36,,,H,M
19811,,,,2697.8,,476.4,,6979.0,,,106.1,1263.8,,,52,177.8,108.9,H,M
19812,,,,2969.4,,573.8,,6271.0,,,,1406.5,,,54,,,H,M
19813,,,,,,403.5,,,,,,,,,17,,,H,M
19814,203.0,,318.7,3460.4,,,,5442.0,,,,,11357.0,2108.9,37,,,H,F
19815,305.0,,,,,,,7137.0,,,,,,,39,,,L,M
19816,,,,,,,,,,,,1281.2,,,51,,,H,M
19817,,,,,,,,6147.0,,,,,,,54,175.3,97.5,H,M
19818,,,,2677.9,,528.6,5954.3,,,,121.5,1288.0,,1679.5,58,,,H,F
19819,279.0,20.8,237.2,2666.1,,497.8,,6875.0,,,110.0,1289.9,,,45,,,H,F
19820,,,,,,,,6312.0,,,,,,,64,193.0,101.2,H,M
19821,,,,2452.5,,,,7200.0,991.0,,,1186.0,,,44,,,H,M
19822,,,,2323.0,,420.9,,,,,,1109.4,,,33,180.3,81.6,H,M
19823,,,219.8,,,443.9,,7631.0,,,102.8,1166.1,,,46,,,H,M
19824,,,,,,,,6574.0,,,,,,,55,177.8,95.3,H,M
19825,,,,2597.6,,,,,,,,,,,33,,,L,M
19826,,,205.9,,,,,,,,,,,,40,,,H,M
19827,,,,,,479.0,,,,,100.3,1253.2,,,48,,,H,M
19828,,,,2514.1,,,,,,,97.0,1180.1,,,37,177.8,,H,M
19829,,,,,,,,,,,,1083.1,,,30,,,H,M
19830,,,,,,,,6710.0,,,,,,,34,177.8,81.6,H,M
19831,,,244.9,,,508.7,,7049.0,,,,,,,57,170.2,77.1,L,M
19832,,,228.5,,,486.5,,,,,,,,,59,188.0,108.9,H,M
19833,285.0,,,,,,,,961.0,,,,,,42,182.9,80.7,H,M
19834,352.0,,,,,,,,,,,,,,48,185.4,83.9,H,M
19835,,,208.0,,,436.7,5339.3,7675.0,,11200.5,98.7,1145.5,,,23,,,H,F
19836,,19.7,,,,,,,,,,,,,38,172.7,59.0,L,F
19837,,,,,,,,7402.0,,,,,,,48,182.9,74.8,L,M
19838,294.0,19.7,225.9,,,,,,,,108.2,,,,42,162.6,60.8,L,F
19839,,,235.9,2637.7,41935.7,480.8,5877.8,,,11891.1,,1268.8,13547.0,,41,172.7,79.4,H,F
19840,276.0,,232.2,2397.8,,,,7423.0,1047.0,,,1195.3,13882.0,1435.3,50,,,H,M
19841,,,,,,447.6,,,,,,,,,16,,,L,M
19842,,,294.8,,,,7504.0,6195.0,,,,1574.0,,,38,175.3,74.4,H,F
19843,,,,,,,,6314.0,,,,1391.1,,,40,,,H,M
19844,,,,,,,,6516.0,,,,,,,48,172.7,104.8,H,M
19845,,,,,,428.5,5290.8,7456.0,,,,1227.0,,,48,198.1,91.6,H,M
19846,,,,,,,,8003.0,,,,,,,59,,,H,M
19847,,,,,,,,6529.0,,,,,,,40,,,L,F
19848,,,,,,,,,,,,1188.2,,,47,182.9,91.2,H,M
19849,,,,2690.8,,,,6534.0,,,,,,,48,,,H,M
19850,275.0,17.7,229.5,,,498.6,,6433.0,,,108.8,,,,14,,,L,M
19851,248.0,,,,,,,6076.0,,,,,,,49,172.7,65.8,H,F
19852,323.0,,,,,,,7413.0,,,,,,,45,175.3,85.3,H,M
19853,,,,2448.5,,,,,,,,,,,48,167.6,62.1,L,M
19854,,,,,,,,7023.0,,,,,,,28,,,L,F
19855,,,,,,,,7291.0,,,,,,,38,182.9,77.1,H,M
19856,,,,,,,,6214.0,,,,,,,58,,,H,M
19857,343.0,,,,,,,7252.0,,,,,,,47,,,H,M
19858,,,231.2,,,,,,,,,,,,55,180.3,83.0,H,M
19859,189.0,,,,,,,,714.0,,,,,,10,,,H,F
19860,,,,2356.4,,414.2,,,,,,1127.6,,,37,177.8,80.7,H,M
19861,,,220.8,,,,,,,,,,,,53,,,H,M
19862,,,,,,,,7047.0,,,,,,,52,172.7,79.8,H,M
19863,,,177.8,2176.0,27508.8,382.0,4787.4,8291.0,1268.0,10169.2,82.8,1056.3,15816.0,1367.1,39,185.4,120.2,H,M
19864,,,256.9,2957.1,,537.0,,6281.0,,,,1379.2,,,53,,,H,M
19865,,,,2451.2,,398.7,,,,,,1117.9,,1319.7,22,193.0,83.0,H,M
19866,,,,2445.9,,,,,,,,,,,31,180.3,66.7,L,M
19867,,,235.8,,,468.2,,7165.0,,,,1222.7,,1498.8,50,177.8,129.3,L,M
19868,,,,,,,,6577.0,,,,,,1580.8,38,152.4,55.8,H,F
19869,,,,,,,,7852.0,1150.0,,92.9,,,1338.1,31,,,L,M
19870,283.0,,,,,461.0,,6959.0,1081.0,,101.6,,,,38,,,L,M
19871,349.0,,,,,,,,,,,,,,31,,,H,M
19872,271.0,21.8,250.3,,,519.1,,6032.0,968.0,,118.4,1385.3,,,55,177.8,89.8,H,M
19873,,,,,,,6059.1,6733.0,,,,,13232.0,,27,182.9,64.9,L,M
19874,,,,,,451.0,,7381.0,,,,,,,34,180.3,79.4,H,M
19875,,,,,,445.9,,,,,,1192.7,,,45,,,H,M
19876,359.0,,,,,,,8006.0,1223.0,,,,,,27,182.9,74.8,L,M
19877,,,,,,417.9,,,,,,,,,30,190.5,102.5,H,M
19878,,,,,,470.6,,,,,,,,,39,193.0,108.0,H,M
19879,,,,,,,,,,10754.9,,,,,31,172.7,63.5,L,M
19880,,,262.7,,,564.9,,,,,115.9,,,,70,170.2,,L,M
19881,,,227.1,2766.9,,,,7053.0,,,,1400.9,13205.0,1888.9,39,,,H,M
19882,,,241.6,2790.2,,,,,,,,1359.0,,1701.2,43,182.9,79.4,H,M
19883,,,,,,,,5431.0,,,,,,,49,165.1,58.1,L,F
19884,307.0,,,2536.5,,462.7,5659.5,7214.0,1093.0,,103.1,1220.2,13858.0,1496.9,44,165.1,67.1,L,M
19885,,,,,,,,7536.0,,,,,,,52,182.9,127.9,H,M
19886,,,,,,,,,1039.0,,,,,,23,,,H,F
19887,,,244.9,,,512.6,,,,,,,,,45,,,H,M
19888,,,,2690.8,,,5527.5,7566.0,,,,1162.7,13172.0,,38,,,H,M
19889,,,,,,685.5,,,,,,,,,55,175.3,71.2,L,M
19890,,,245.4,,,,5966.1,,,,109.9,,,1580.6,58,,,H,F
19891,,,190.7,,,,,,,,,,,,32,,,H,M
19892,,,,,,497.9,,6958.0,,,,1297.7,,,40,175.3,83.9,H,M
19893,,,211.8,,,,,,,,,,,,19,175.3,77.1,L,M
19894,,,,,,,,7022.0,,,,,,,51,185.4,89.4,H,M
19895,348.0,,,,,,,7354.0,,,,,,,59,180.3,84.8,H,M
19896,,,,2580.0,,,,7000.0,,,,,,1800.0,31,,,L,M
19897,,,,,,,,6131.0,,,,,,,57,165.1,58.1,L,F
19898,280.0,,,,,,,,,,,,,,50,172.7,72.6,L,M
19899,,,,,,,,,762.0,,,,,,25,,,H,F
19900,,,,3565.0,,,,,,,,,,,58,182.9,79.8,H,M
19902,245.0,,,,,,,5342.0,784.0,,,,,,52,154.9,49.9,L,F
19903,,,,2752.1,,,,,,,,,,,41,,,H,M
19904,299.0,18.5,213.6,2567.7,,456.4,5390.4,7023.0,1083.0,,99.3,1198.5,13524.0,1501.1,46,,,L,M
19906,,,,2384.7,,437.1,,,,,,1156.8,,,53,,,H,M
19907,,,,,,516.5,,,,,,,,,46,190.5,95.3,H,M
19908,,,206.0,2316.7,,454.4,5244.3,7775.0,,,,1124.0,15351.0,,55,190.5,83.9,H,M
19909,,,,2368.9,,,,,,,,,14980.0,,54,182.9,86.2,H,M
19910,,,,,,497.7,,6667.0,,,,1292.2,,,61,,,H,M
19911,,,,,,435.9,,,,,,1158.0,,,36,182.9,104.3,H,M
19912,,,,,,,,,,,,1276.2,,,55,,,H,M
19913,,,,2862.6,,,6575.1,,,,,,,1686.1,51,170.2,80.7,H,M
19914,,,,,,637.6,,,,,,,,,57,175.3,90.7,H,M
19915,,,,,,,,7149.0,,,,,,,30,,,H,M
19916,,,,,,,,7407.0,,,,,,,49,,,L,M
19917,,,,,,,,7902.0,,,,,,,45,195.6,101.6,H,M
19918,,,,,,,,7211.0,,,,1311.9,,,36,185.4,77.1,H,F
19919,227.0,,,,,,,,,,141.8,,,,49,162.6,,H,F
19920,329.0,17.2,200.9,2348.0,,428.5,5036.9,7706.0,,10772.6,,1137.6,15227.0,1367.9,57,185.4,93.0,H,M
19921,271.0,,,,,,,,,,,,,,25,170.2,64.4,L,F
19922,332.0,15.8,,,,,,,,,,,,,59,175.3,96.6,H,M
19923,328.0,17.5,204.6,2388.0,,440.4,5358.0,7598.0,1030.0,11672.5,93.9,1167.2,14767.0,1431.7,53,172.7,72.1,L,M
19924,,,,2538.8,,,,,,,,,,,17,,,H,M
19925,,,,2792.6,,,,,,,,,,,43,,,H,M
19926,,,,,,,,,,11381.5,,,,,61,182.9,90.3,H,M
19927,304.0,,215.9,,,456.7,,7624.0,1086.0,,100.6,,,,44,177.8,73.9,L,M
19928,210.0,,,3474.6,,,,5088.0,832.0,,136.7,1789.8,,,41,,,L,F
19929,,,186.7,2510.7,,,,,,,,,,,25,195.6,102.1,H,M
19930,302.0,,216.1,2622.4,,471.3,5638.2,6510.0,766.0,14383.6,111.6,1316.8,13163.0,1531.0,54,175.3,66.7,L,M
19931,,,,,,,,7003.0,,,,,,,39,,,H,M
19932,,,,,,,,,,,,1289.5,,,32,177.8,79.8,L,M
19933,,,,,,,,,758.0,,,,,,40,,,H,F
19934,,,,2876.0,,,,,,,,,,,41,,,H,M
19935,,,,,,,,6094.0,,,,1354.6,,,41,180.3,87.5,H,M
19936,,,,,,,,6722.0,966.0,,,,,,67,,,H,M
19937,,,,2517.5,,455.9,5674.5,7052.0,,12952.9,105.4,1180.6,,1533.2,36,,,H,M
19938,,,,,,,,6004.0,,,,,,,61,,,H,M
19939,,,,,,469.4,,,,,,,,,63,190.5,81.2,H,M
19940,,,,,,670.9,,,,,,,,,57,190.5,104.3,H,M
19941,,16.1,,2233.9,,,5019.0,7824.0,,,,,15759.0,,41,182.9,90.7,H,M
19942,,,,3415.0,,,,5957.0,,,,1710.0,,,66,172.7,55.3,L,F
19943,,,,,,598.9,,,,,,,,,60,,,H,M
19944,248.0,,268.2,3297.1,,595.9,7535.9,,,,123.3,1581.9,,2064.9,45,172.7,76.2,H,F
19945,,,,,,,,,,,,,,,62,,,L,F
19946,266.0,,246.4,,,,,,,,121.5,,,,40,,,L,F
19947,,,198.5,,,416.9,5325.0,7788.0,,,,1136.0,14233.0,,39,180.3,91.6,H,M
19948,,18.7,246.9,3034.1,,510.2,,6632.0,922.0,,117.8,1307.9,,,45,175.3,82.1,H,M
19949,314.0,,,,,,,,,,,,,,35,,,H,M
19950,,,204.3,2578.2,,434.7,,7268.0,1083.0,,91.2,1248.2,,,44,180.3,108.4,H,M
19951,,,,,,,,8583.0,,,,,,,34,185.4,,H,M
19952,297.0,,,,,,,,,,,,,,57,,,L,M
19953,275.0,,,,,485.5,,6452.0,930.0,,113.8,1327.5,,,15,170.2,63.5,H,F
19954,,,,,,,5837.9,,,,,,,,56,185.4,,H,F
19955,,,,2142.8,,,4785.4,8343.0,,,,1039.5,,,37,185.4,83.9,H,M
19956,,,,,,506.8,,,,,,,,,16,,,L,F
19957,324.0,,211.6,2374.6,,436.8,5104.7,7730.0,,10766.0,,1146.6,15025.0,1406.0,52,198.1,88.0,H,M
19958,,,,,,,,5400.0,,,,,,,21,,,H,M
19959,,,,2656.0,,515.8,,,,,,,,,49,188.0,89.8,H,M
19960,,,,,,,6164.5,,,,,1280.4,,,40,190.5,86.2,H,M
19961,,,,,,,,,,,97.1,,,,54,190.5,99.8,H,M
19962,,,,2548.6,,463.6,,7295.0,,,,1220.5,13502.0,,44,,,H,M
19963,,,,2253.6,,,,,,,,,,,44,,,H,M
19964,,,,,,,,6244.0,,,,,,,57,172.7,78.0,L,M
19965,,,,,,,,6751.0,,,,,,,55,177.8,97.5,H,F
19966,316.0,,,,,,,,,,,,,,39,,,H,M
19967,289.0,,,,,,,,,,,,,,24,,,H,F
19968,,,,2315.9,,,,,,,,,,1260.0,31,193.0,90.7,H,M
19969,,,,,,,,6038.0,,,,1455.4,,,47,177.8,74.8,H,M
19970,,,,,,,,7329.0,,,,,,,37,,,H,M
19971,,,,,,455.9,,,,,,,,,17,,68.9,L,M
19972,,,,,,,,7894.0,,,,,,,33,,,H,M
19973,301.0,19.6,,,,,,6539.0,,,,,,,47,,,H,M
19974,310.0,,,,,,,,,,,,,,51,,,H,M
19975,,,,,,497.6,,,,,,,,,48,172.7,70.8,L,M
19976,314.0,,,,,,,,,,,,,,32,,,L,M
19977,,,,,,,,7044.0,,,,,,,40,,,H,M
19978,,,,,,,,,,,,,,,75,,,H,F
19979,,,,,,636.3,,,,,,,,,14,165.1,49.9,H,M
19980,,,,,,633.0,,,,,141.1,,,,13,154.9,61.2,H,M
19981,327.0,,,,,,,,,,,,,,30,,,L,M
19982,,,190.7,2255.4,,409.3,5002.8,8104.0,,,88.9,1087.5,,,44,,,H,M
19983,,18.7,,,,502.5,,,,,,1421.2,,,24,,,H,F
19984,262.0,21.8,257.1,2966.0,,547.7,,6374.0,934.0,,117.3,1407.2,,1708.2,59,175.3,69.9,H,F
19985,,,,,,,,7701.0,,,,,,,48,,,H,M
19986,,,,,,,,7014.0,,,,,,,42,,,H,M
19987,,,,,,421.0,,,,,,,,1380.7,26,,,H,M
19988,,,,,,,,6631.0,,,,,,,40,180.3,102.1,H,M
19989,,,,,,,,,,,,1148.9,,,62,182.9,83.9,H,M
19990,,,,2560.0,,,,,,,,,,,46,170.2,73.0,L,M
19991,,,,,,,,,,,,1414.7,,,58,185.4,113.9,H,M
19992,,,,,,,,,,,,1289.1,,,51,190.5,121.6,H,M
19993,,,,2474.7,,465.1,,6868.0,,,,1214.1,14239.0,,29,185.4,83.0,H,M
19994,,,,2439.0,,,,,,,,1191.0,,,45,175.3,82.1,H,M
19995,,,,2687.8,,,6007.9,,,,97.7,1287.6,,,47,180.3,71.7,H,F
19996,261.0,,229.6,,,475.2,6203.9,6277.0,,12866.4,110.6,1364.8,,,41,160.0,64.9,H,F
19997,277.0,,,,,,,6811.0,,,,,,,56,180.3,93.0,H,M
19998,,,,,,,,,,,,1188.6,,,54,177.8,81.6,H,M
19999,,,,3073.7,,,,,,,,1445.6,,,46,188.0,78.9,H,M
20000,313.0,15.0,,,,,,,,,,,,,35,,,H,M
20001,,,251.5,,,,,,,,131.0,,,,14,167.6,54.0,H,M
20002,,,,,,,,8037.0,,,,,,,22,182.9,69.9,L,M
20003,,,,,,,,6384.0,,,,,,,55,180.3,97.5,H,M
20004,,,,,,,,6262.0,,,,,,,26,,,H,F
20005,275.0,,235.3,2860.4,,500.1,6843.6,6915.0,,,,1342.4,,,59,182.9,86.2,H,M
20006,,,,,,,,,,,,,13653.0,,49,165.1,61.7,L,F
20007,,,,,,,,6737.0,,,,,,,49,185.4,99.8,H,M
20008,,,,,,,,7064.0,,,,,,,44,190.5,78.9,L,M
20009,,,,2742.0,,500.8,,6257.0,,,,,,,60,172.7,74.8,L,M
20010,,,,,,,,6022.0,,,,,,,44,,69.9,H,F
20011,,,,2204.6,,,,8353.0,,,,,15716.0,1260.7,32,195.6,102.1,H,M
20012,,,,2273.4,,419.8,,,,,,1111.5,,,48,172.7,83.0,H,M
20014,,,,,,,,6827.0,,,,,,,43,188.0,77.1,H,M
20015,,,,,,,,6021.0,,,,,,,47,,,H,M
20016,,,,3163.3,,,,,,,,,,,48,,,H,M
20017,,17.0,229.5,2548.0,,440.0,,,,,,,,,17,182.9,72.6,L,M
20018,,,,,,,,,,,,,,1713.3,41,,,H,M
20019,,,,2215.2,,,,8231.0,,,,,,,35,185.4,102.1,H,M
20020,,,,,,489.7,,,,,,1316.0,,,44,190.5,108.9,H,M
20021,233.0,,357.8,,,,,,,,,,,,41,165.1,79.4,H,F
20022,343.0,,,,,,,7897.0,,,,,,,47,,,H,M
20023,,,,,,,,,,,,1343.0,,,37,167.6,61.7,L,F
20024,,,,,,,,6186.0,,,,,,,58,,,L,M
20025,,,,,,499.3,,6958.0,,,,1313.9,,,46,,,H,M
20026,,,,,,,,,,,,,16564.0,,40,177.8,73.0,L,M
20027,360.0,16.2,202.3,2327.8,,412.1,,7555.0,1221.0,,88.0,1126.5,,1369.6,37,182.9,96.6,H,M
20028,,,,,,,,,,,,1241.2,,,35,,,H,M
20029,,,,,,535.7,,,,,,,,,65,157.5,63.0,H,F
20030,,,,,,,,,,,,1624.4,,,67,182.9,81.6,H,M
20031,,,332.8,,,,,,,,166.5,,,,54,,,H,F
20032,335.0,,,,,,7169.0,7155.0,,,138.0,1319.0,,,28,,110.7,H,M
20033,,,,,,479.9,,,1057.0,,,1422.8,,,51,180.3,78.9,H,M
20034,,,,,,420.7,,,1198.0,,,,,,17,180.3,68.0,L,M
20035,,,,,,,,,,13644.7,,,,,49,170.2,58.5,H,F
20036,,,,2545.1,,477.7,,7097.0,,,,1231.2,,1561.2,34,,,H,M
20037,,,197.9,2356.0,,411.4,,,,,,1128.0,,,49,185.4,,H,M
20038,,,,2701.3,,,,,,,,,,,45,185.4,85.3,H,M
20039,,,232.1,,,476.6,,,868.0,,,1243.3,13622.0,,38,185.4,85.3,H,M
20040,,,225.9,,,,,,,,,,,,32,182.9,93.4,H,M
20041,,,,,,,,6732.0,,,,,,,19,,,L,F
20042,,,,,,,5170.1,,,,,,,,48,195.6,94.8,H,M
20043,,,,,,,,7128.0,,,,,,,60,,,H,M
20044,,,,,,,,,,,,1147.7,15019.0,,35,172.7,82.1,H,M
20045,,,,,,,,6998.0,,,,,,,38,177.8,84.8,H,M
20046,,,,,,,,6612.0,,,,,,,40,,,H,F
20047,305.0,,,,,,,,,,,1114.5,,,20,190.5,75.8,H,M
20048,,,,,,,7126.0,,,,,,,,36,170.2,60.8,L,F
20049,,,,,,468.2,,7011.0,,,107.0,,,1538.7,17,170.2,59.0,L,F
20050,,,,,,,,,,,118.3,,,,29,180.3,83.9,H,M
20051,,,233.5,,,559.5,,7275.0,,,,1248.8,,1567.3,62,182.9,88.9,H,M
20052,,,,,,,,5145.0,,,,,,,47,,,H,M
20053,287.0,18.8,,2598.6,,,5755.1,7023.0,,,,1355.0,13853.0,,49,193.0,84.8,H,M
20054,326.0,17.1,208.1,,,476.6,5185.8,7590.0,1149.0,,94.9,1152.8,,1388.2,54,175.3,77.6,H,M
20055,,,,,,,,6460.0,,,,,,,47,,,L,M
20056,,,,,,,,6124.0,,,,,,,47,,,H,F
20057,,,221.5,2635.4,,,,6570.0,,,,1240.1,,,44,177.8,70.8,H,F
20058,,,,,,,,6674.0,,,,,,,50,190.5,84.8,H,M
20059,,,,,,,,,,,,1362.0,,,50,180.3,79.8,H,M
20060,337.0,16.4,,,,,,7573.0,,,94.0,,,,37,,96.2,H,M
20061,,,,,,,,7576.0,,,,,,,32,,,H,M
20062,,,,,,,,,,,,1197.1,,,51,180.3,99.8,H,M
20063,,,,,,466.0,,,,,,,,,48,175.3,77.1,H,M
20064,,,,,,,4877.7,,,,,,,1226.2,22,198.1,106.6,H,M
20065,340.0,,,,,,,6591.0,1061.0,,92.4,,,1545.3,42,182.9,79.8,H,M
20066,242.0,27.4,271.2,3302.1,,600.4,,,848.0,,132.7,1700.1,,1860.0,51,,,H,F
20067,,,,,,432.8,,7555.0,,,,1184.7,13803.0,,39,200.7,117.9,H,M
20068,,,,2424.6,,,,,,,,,14372.0,1390.1,42,177.8,96.2,H,M
20069,,,,,,,,7529.0,,,,,,,40,182.9,81.6,H,M
20070,,,,,,,,,1034.0,,,,,,37,,,H,M
20071,,,,,,425.4,,,,,,1190.6,,,40,185.4,85.7,H,M
20072,,,,,,,,8301.0,,,,,,,45,182.9,81.6,H,M
20073,,,,,,,,,,,,,,1800.0,62,167.6,59.0,H,F
20074,,,,,,,,7383.0,,,,,,,54,177.8,78.0,H,M
20075,,,,,,,,7579.0,,,,,,,51,,,H,M
20076,295.0,,255.8,,,,,6627.0,,,,,,,54,180.3,90.7,H,M
20077,,,,,,,,,821.0,,,,,,41,,,H,F
20078,,20.6,260.3,,,578.7,,,,,,1357.6,,1673.2,36,,,H,F
20079,248.0,,,,,,,,,,,,,,16,,,L,M
20080,,,236.0,,,462.2,,,,,,1226.0,,,46,,,L,M
20081,,,,,,,,7470.0,1185.0,,,,,,51,185.4,98.0,H,M
20082,,,,,,,,7510.0,,,,,,,48,185.4,89.8,H,M
20083,,,197.9,2376.2,,471.9,,,,,,1188.5,,,37,188.0,84.8,H,M
20084,,,236.4,2865.9,,512.6,,6535.0,,,112.9,1330.0,,,36,167.6,63.0,L,F
20085,295.0,,,,,,,,,,,,,,43,170.2,69.9,H,F
20086,209.0,25.4,310.3,,,640.0,,5473.0,674.0,,,1699.0,,,63,,,H,F
20087,,,,,,,,5515.0,,,,,,,38,172.7,66.7,L,M
20088,,,,,,,,5917.0,,,,,,,62,175.3,72.6,L,M
20089,,,214.8,,,442.5,,,,,,1220.2,,,28,177.8,81.6,H,M
20090,,,,,,457.2,,7226.0,,,,,,,54,180.3,84.4,H,M
20091,348.0,,,,,,,7034.0,,,,,,,32,180.3,83.9,H,M
20092,,,,2366.4,,,5378.3,,,,,,,,34,,,H,M
20093,,,,,,,,7640.0,,,,,,,47,,,H,M
20094,314.0,,,,,479.2,,,,,,1282.5,,,41,193.0,93.9,H,M
20095,,18.6,,2936.0,,530.6,,6291.0,,,109.4,,,,42,167.6,89.8,H,M
20096,226.0,22.0,295.6,,,,,,812.0,,155.9,,,,45,157.5,52.6,L,F
20097,,,,2628.8,,,5884.0,,,,,1254.8,,,59,180.3,69.9,L,M
20098,,,,2154.5,,,4933.4,,,,,1003.4,,,27,175.3,,H,M
20099,286.0,,233.6,2526.2,,,5264.9,6924.0,,,,1217.5,,1466.7,61,170.2,84.8,H,M
20100,278.0,,239.8,2798.2,,495.3,,6305.0,,,112.6,1296.4,,1570.5,41,170.2,68.0,H,F
20101,,,,2416.7,,437.4,,,,,,1133.5,,,54,,72.6,L,M
20102,,,,,,449.3,,,,,,,,,45,185.4,94.8,H,M
20103,283.0,,,,,,,6435.0,925.0,,,1364.8,,1664.8,70,180.3,95.3,H,M
20104,321.0,,,2608.5,,473.2,,7234.0,1051.0,,,1223.6,13445.0,1496.7,44,182.9,89.8,H,M
20105,200.0,,,,,,,,,,,,,,12,,,L,F
20106,242.0,,,,,,,,,,,,,,14,,,L,F
20107,280.0,,,,,,,,,,108.0,,,,15,,,H,M
20108,,,,,,,,,,,,,13694.0,,48,,,L,M
20109,335.0,,,,,,,,,,,,,,18,188.0,83.5,H,M
20110,,,,,,570.0,,,,,116.0,1720.0,,,17,,,H,F
20111,,,,,,,,,,12549.7,,,,,46,175.3,86.2,H,M
20112,299.0,,,,,,,5689.0,,,,,,,49,,,H,M
20113,343.0,,,,,443.8,,6895.0,1196.0,,,1260.6,,,35,175.3,106.6,H,M
20114,,,259.7,2840.9,,541.8,6194.4,6551.0,,,,,,,64,188.0,88.9,H,M
20115,,,,,,,,6280.0,,,,,,,52,172.7,95.3,H,M
20116,,,,,,512.9,,,,,,,,,65,193.0,90.7,H,M
20117,,,,,,,,6760.0,,,,,,,42,175.3,93.0,H,M
20118,,,,,,,,,911.0,,,,,,34,,,H,M
20119,,,,3219.2,,,,,,,,,,,50,165.1,99.8,H,F
